iteration,answer_type,qhd_objective,standard_objective,objective_difference,bus_state_l2_distance,branch_flow_l2_distance,combined_l2_distance,max_constraint_residual,l2_constraint_residual,active_load_supplied_percent,log_objective,log_max_constraint_residual,log_l2_constraint_residual,log_active_load_supplied_percent,cumulative_bound_factor
33,coarse,0.43608053198571745,0.5317106559725052,-0.09563012398678777,0.055415088155645574,1.1058691238126626,1.107256678009884,0.04556200100748564,0.10710741896162329,80.05866666666668,0.436080343006,0.04556313785881,0.107108802994,80.058246,0.109418989131512
34,coarse,0.48997824937712,0.5317106559725052,-0.04173240659538524,0.04941568020345144,1.0502620024598437,1.0514238837219414,0.03167786974520803,0.06849262322853468,99.02433333333335,0.489978618054,0.03169125142011,0.06850226047879,99.024204,0.0984770902183612
35,coarse,0.42761279728187995,0.5317106559725052,-0.10409785869062527,0.04910837428412186,0.9989881862058784,1.000194495387642,0.035270101981283206,0.09486478947195319,87.207,0.427613600973,0.0352690342675,0.09486371502081,87.206953,0.0984770902183612
36,coarse,0.39990972,0.5317106559725052,-0.1318009359725052,0.04509978089235877,1.0025203288208235,1.003534254490374,0.040806704233626506,0.0867327498741484,97.71133333333334,0.399909935509,0.04080374671841,0.08672789791098,97.711176,0.0886293811965251
37,coarse,0.43107717217383,0.5317106559725052,-0.1006334837986752,0.042419672543148254,0.938221849195537,0.9391803165135868,0.029409065608440477,0.05966421383300233,89.43933333333334,0.431077170114,0.02940787378564,0.05966599122726,89.439101,0.0797664430768726
38,coarse,0.39180756193041755,0.5317106559725052,-0.13990309404208767,0.04523934206644263,0.9259841760873873,0.9270886108861666,0.04334513791414171,0.08434367591636553,88.37566666666666,0.391808255859,0.04334491759828,0.08434375269251,88.375548,0.0797664430768726
39,coarse,0.38059163345175,0.5317106559725052,-0.1511190225207552,0.04523934206644263,0.9246086037504149,0.9257146796934227,0.04334513791414171,0.08464919904342533,86.24866666666668,0.380591772866,0.04334491759828,0.08464885127107,86.248443,0.0797664430768726
40,coarse,0.38059163345175,0.5317106559725052,-0.1511190225207552,0.04523934206644263,0.9108906783225296,0.9120133913081994,0.04334513791414171,0.08018359997854356,86.24866666666668,0.380591772866,0.04334491759828,0.08018285852394,86.248443,0.0717897987691853
41,coarse,0.40583079514992,0.5317106559725052,-0.12587986082258523,0.0420995906505896,0.896604349463978,0.8975921874719445,0.029799052365500192,0.05399510968208065,91.03433333333334,0.405830863847,0.02980120281301,0.05399386008144,91.03443,0.0646108188922668
42,coarse,0.4376422713719175,0.5317106559725052,-0.0940683846005877,0.04292435502755105,0.8821852633420855,0.8832289279187338,0.025046381036222837,0.060798295059135296,91.89566666666666,0.437642391607,0.02503827314749,0.06079079747015,91.895907,0.0646108188922668
43,coarse,0.4831066054816575,0.5317106559725052,-0.048604050490847706,0.04292435502755105,0.8819671328469028,0.8830110552403732,0.02199956686219122,0.05254633626563269,95.34166666666667,0.483107302159,0.02199056822098,0.05253963521765,95.341818,0.0581497370030401
44,coarse,0.47901378774425757,0.5317106559725052,-0.05269686822824765,0.04355131790400049,0.9027595895895475,0.903809489819101,0.024947588112132824,0.05019358446031738,94.56633333333335,0.4790145029,0.02494451582547,0.05018761689188,94.566488,0.0523347633027361
45,coarse,0.5121717605396701,0.5317106559725052,-0.019538895432835157,0.0396972107088227,0.8745566798195471,0.8754571690008887,0.01231500000000002,0.030772226912837583,96.66000000000001,0.512171621888,0.01231539820217,0.03077437761979,96.659878,0.0471012869724625
46,coarse,0.51548806513407,0.5317106559725052,-0.016222590838435247,0.0431589118193532,0.898352525031034,0.8993886539750573,0.022020627860971587,0.04756653696479075,97.28800000000001,0.515488017095,0.02201264097,0.04756179564315,97.287896,0.0471012869724625
47,coarse,0.51548806513407,0.5317106559725052,-0.016222590838435247,0.04315891183093829,0.907434531740714,0.9084603024160822,0.022005668531135836,0.04077259448520587,93.52000000000002,0.515488017095,0.02200527647315,0.04078177153231,93.519793,0.0423911582752162
48,coarse,0.5184735496220699,0.5317106559725052,-0.01323710635043529,0.04003713052968987,0.8769935319135291,0.8779069579626406,0.012314999999999965,0.03255726032446742,97.47666666666666,0.518472879004,0.01231539820217,0.03255600107466,97.476301,0.0381520424476946
49,coarse,0.5157873131667201,0.5317106559725052,-0.015923342805785112,0.04284245493638899,0.8979185904286754,0.8989400819756541,0.019648905752279622,0.04171612842434206,96.96766666666667,0.515786498757,0.01964499899794,0.04171085276615,96.967607,0.0381520424476946
50,coarse,0.5856594730437501,0.5317106559725052,0.05394881707124488,0.041902080579419305,0.877192821722598,0.8781930487304815,0.020422768526403567,0.03585975197641127,101.03700000000002,0.585658876696,0.02042978376986,0.03586860795726,101.037158,0.0343368382029252
51,coarse,0.5687225929739375,0.5317106559725052,0.03701193700143224,0.040527516280764876,0.8633534817584135,0.8643041791176663,0.008828335444999995,0.02654487129103627,100.57933333333332,0.56872320379,0.008828079757686,0.02655418684408,100.579333,0.0309031543826326
52,coarse,0.57961009003548,0.5317106559725052,0.04789943406297481,0.03823132388036238,0.8379206906886708,0.8387924165190244,0.010086999999999985,0.023573134233791645,100.167,0.579610050696,0.01008719085834,0.02357931063212,100.167291,0.0278128389443694
53,coarse,0.5698111063716574,0.5317106559725052,0.03810045039915222,0.040295416456117984,0.8516042240402961,0.852557021547912,0.01447592666082409,0.029321167843202826,100.53833333333333,0.569811828315,0.01448602803817,0.02933080969862,100.538129,0.0278128389443694
54,coarse,0.5698111063716574,0.5317106559725052,0.03810045039915222,0.040295416456117984,0.8530846470523089,0.8540357929406323,0.01447592666082409,0.02963028368030468,100.53833333333333,0.569811828315,0.01448602803817,0.02963917944819,100.538129,0.0278128389443694
55,coarse,0.5698111063716574,0.5317106559725052,0.03810045039915222,0.040295416456117984,0.8530846470523089,0.8540357929406323,0.01447592666082409,0.02960626460438115,100.53833333333333,0.569811828315,0.01448602803817,0.02961519820468,100.538129,0.0278128389443694
56,coarse,0.56589216844272,0.5317106559725052,0.034181512470214725,0.040295416456117984,0.8530846470523089,0.8540357929406323,0.01447592666082409,0.02940458091564361,99.79666666666667,0.565892842596,0.01448602803817,0.0294135857719,99.796454,0.0250315550499324
57,coarse,0.5747113435389375,0.5317106559725052,0.04300068756643227,0.03843558754935995,0.8358453586388401,0.836728604715027,0.008640558391262876,0.016229572588820223,101.46533333333333,0.574710804134,0.008638268368044,0.01622753707353,101.465224,0.0225283995449392
58,coarse,0.5858233089003576,0.5317106559725052,0.05411265292785239,0.03679359806242908,0.8087688810090639,0.8096053802606755,0.011371249429668856,0.02183486667991142,103.56766666666667,0.585822684642,0.01137400965372,0.02183733249125,103.567874,0.0225283995449392
59,coarse,0.5921726219326575,0.5317106559725052,0.0604619659601523,0.03679359806242908,0.8015021704317106,0.8023462457475092,0.011371249429668856,0.02115814191948436,101.16433333333333,0.592172955923,0.01137400965372,0.02115919728639,101.164845,0.0202755595904453
60,coarse,0.5793141494473201,0.5317106559725052,0.04760349347481485,0.03676142398312423,0.7888308663060039,0.7896869873122816,0.00961587037364367,0.0197054430942507,101.97600000000001,0.579314128521,0.00962169064001,0.01970801025282,101.975868,0.0182480036314007
61,coarse,0.57288473173407,0.5317106559725052,0.04117407576156473,0.035415153250848735,0.7672445252376984,0.768061452350658,0.006199535977403026,0.016042655543020052,100.75899999999999,0.572885414098,0.006205287427605,0.0160444081432,100.759334,0.0164232032682607
62,coarse,0.5671004157734301,0.5317106559725052,0.03538975980092485,0.03662507125870298,0.7729664573546193,0.7738336643233193,0.00987845439049928,0.021356994231326032,102.29266666666668,0.567099969706,0.009882211208642,0.0213600998122,102.292166,0.0164232032682607
63,coarse,0.5671004157734301,0.5317106559725052,0.03538975980092485,0.03662507125870298,0.7729664573546193,0.7738336643233192,0.009898858986420511,0.0213985513863267,102.29266666666668,0.567099969706,0.009904824882018,0.02140136512154,102.292166,0.0164232032682607
64,coarse,0.5671004157734301,0.5317106559725052,0.03538975980092485,0.03662507125870298,0.7729664573546193,0.7738336643233192,0.009898858986420511,0.021369626598262453,102.29266666666668,0.567099969706,0.009904824882018,0.02137233061352,102.292166,0.0164232032682607
65,coarse,0.5671004157734301,0.5317106559725052,0.03538975980092485,0.03662507125870298,0.7729664573546193,0.7738336643233193,0.00987845439049928,0.0214016987672443,102.29266666666668,0.567099969706,0.009887804764697,0.0214099662388,102.292166,0.0164232032682607
66,coarse,0.5671004157734301,0.5317106559725052,0.03538975980092485,0.03662507127235483,0.7729664573546193,0.7738336643239654,0.009903211740953433,0.021131131019560767,102.29266666666668,0.567099969706,0.009900732952076,0.02112801495486,102.292166,0.0147808829414346
67,coarse,0.5702232654189574,0.5317106559725052,0.038512609446452184,0.035535086117375,0.7608180603031264,0.7616474665019117,0.005651235815683581,0.015765514717632746,100.51833333333333,0.570224062778,0.005650800509721,0.01576357066051,100.51846,0.0133027946472911
68,coarse,0.5805349107404175,0.5317106559725052,0.0488242547679123,0.03468906894912246,0.7470560846133036,0.7478610332557223,0.006975326102277746,0.01441546531348608,102.47000000000001,0.580534351156,0.00697283791809,0.01441230564243,102.469537,0.011972515182562
69,coarse,0.57462855511152,0.5317106559725052,0.04291789913901478,0.03409351639688408,0.7383326559449218,0.7391193940731002,0.008151163667464545,0.01519324608430298,101.35166666666669,0.574629221095,0.008149183382076,0.01518968574943,101.352102,0.011972515182562
70,coarse,0.5695680391139375,0.5317106559725052,0.03785738314143228,0.034093516367552985,0.7323442428019397,0.7331374071914835,0.00645222769312756,0.01642347231309314,100.39366666666668,0.569567994099,0.006439205784588,0.0164169357128,100.394301,0.011972515182562
71,coarse,0.5628205467684799,0.5317106559725052,0.031109890795974704,0.034093516367552985,0.7343066056217997,0.7350976526408679,0.005845701558414129,0.014487859985152686,100.07466666666666,0.562820140957,0.005842535183678,0.01448373191848,100.075034,0.0107752636643058
72,coarse,0.5666160580871176,0.5317106559725052,0.03490540211461235,0.03382517578577148,0.7224507978684079,0.72324221244175,0.004216086892424364,0.010398298915327467,101.655,0.566615745136,0.004228943787549,0.01040121752966,101.655406,0.00969773729787525
73,coarse,0.5741318261706301,0.5317106559725052,0.04242117019812486,0.03310929691716057,0.7110967654876149,0.7118671473170375,0.005184494596409545,0.009662912983384215,102.302,0.574131520963,0.005184514488348,0.009660535775456,102.301922,0.00872796356808772
74,coarse,0.56859753808368,0.5317106559725052,0.036886882111174746,0.032763161080897094,0.7032865963279189,0.7040493315801969,0.004500836931663255,0.009762684102946957,101.953,0.568597115089,0.004499679868152,0.009760312098272,101.952803,0.00872796356808772
75,coarse,0.56736813461223,0.5317106559725052,0.03565747863972479,0.032763161080897094,0.7003958650867212,0.7011617449309322,0.004976161605382501,0.011420380384307349,101.02233333333334,0.567367294042,0.004969468924395,0.01141624277926,101.02182,0.00872796356808772
76,coarse,0.56859753808368,0.5317106559725052,0.036886882111174746,0.03276316106563605,0.6972633061391427,0.6980326230278213,0.0070765154929821605,0.013760593155673736,101.25500000000001,0.568597115089,0.007080197723129,0.013763341331,101.254566,0.00872796356808772
77,coarse,0.56121785065983,0.5317106559725052,0.029507194687324767,0.03211629815437421,0.6849720978423708,0.6857246031970262,0.004822878914959444,0.010892444335133583,99.858,0.561218444764,0.004820422676376,0.01088953382383,99.858092,0.00785516721127895
78,coarse,0.5584510665756576,0.5317106559725052,0.026740410603152354,0.03153198620832226,0.674138760510369,0.6748757919622681,0.003973116194297771,0.008179412298095311,101.21966666666667,0.558451601765,0.003973520211688,0.008179618990294,101.219654,0.00706965049015106
79,coarse,0.5609413444825575,0.5317106559725052,0.029230688510052283,0.031009584984892303,0.6642722134050584,0.6649956149201216,0.003944203391526069,0.009105588594182054,100.55966666666669,0.560941756577,0.003952746730565,0.009112650236292,100.55982,0.00706965049015106
80,coarse,0.564926991447,0.5317106559725052,0.03321633547449476,0.031009584984892303,0.6617563471413059,0.6624824958764872,0.005641203391526073,0.011094859305981145,100.74833333333333,0.564926149818,0.005646259268037,0.01110021245942,100.748344,0.00706965049015106
81,coarse,0.5559608586476175,0.5317106559725052,0.024250202675112242,0.03020928690506841,0.6517579241319986,0.6524576558552784,0.003162715881999595,0.007385403047803297,100.74799999999999,0.555961516926,0.003165913415825,0.007386445123821,100.748344,0.00636268544113595
82,coarse,0.55640993623488,0.5317106559725052,0.02469928026237478,0.029987391714839436,0.643188323558614,0.6438869956941199,0.0042621242570800855,0.007606919526924375,100.32433333333336,0.556409727033,0.0042588447775,0.007606726711384,100.324165,0.00636268544113595
83,coarse,0.5582027470852701,0.5317106559725052,0.02649209111276485,0.029987391731513113,0.6395099661729243,0.6402126525595648,0.004278215531784452,0.009149361025128993,100.66366666666667,0.558202590133,0.0042669760245,0.009149507967744,100.663508,0.00636268544113595
84,coarse,0.5582027470852701,0.5317106559725052,0.02649209111276485,0.029987391731513113,0.6395099661729243,0.6402126525595648,0.004278215531784452,0.009149361025128993,100.66366666666667,0.558202590133,0.0042669760245,0.009149507967744,100.663508,0.00636268544113595
85,coarse,0.5519280677960176,0.5317106559725052,0.020217411823512332,0.029265299216169587,0.6298282798446289,0.6305078269381404,0.004380133636245037,0.009022763027805043,100.49400000000001,0.551927727979,0.004385379630326,0.009028053467571,100.493837,0.00572641689702235
86,coarse,0.55071826633152,0.5317106559725052,0.01900761035901477,0.02912335728737509,0.621815743187406,0.6224973802478161,0.004945500589160795,0.008258619410155673,99.34833333333334,0.550717627104,0.004946390012554,0.008264559254034,99.348553,0.00515377520732012
87,coarse,0.55180655860575,0.5317106559725052,0.02009590263324479,0.02886746945261461,0.6152712839415575,0.6159481176492793,0.003956523321787309,0.009455130634238182,99.55433333333332,0.551806717148,0.003957840640086,0.00945458772952,99.554704,0.00515377520732012
88,coarse,0.55253209421487,0.5317106559725052,0.02082143824236482,0.028867469469935143,0.6134280791750463,0.6141069443622865,0.005187171968195015,0.01104670255217725,99.69166666666666,0.552532784615,0.005197674113862,0.01105478471756,99.692138,0.00515377520732012
89,coarse,0.55180655860575,0.5317106559725052,0.02009590263324479,0.028158080861848046,0.605341211749843,0.6059957591935695,0.004341613605930633,0.008078191156939819,99.96666666666665,0.551806717148,0.004328191045941,0.008072417191252,99.967006,0.00463839768658811
90,coarse,0.5514807739179376,0.5317106559725052,0.019770117945432375,0.02815657646037293,0.5989514347523328,0.5996128867776666,0.003549157713774842,0.008570817430254733,99.90533333333333,0.551479988729,0.003544036596645,0.008567454193032,99.905161,0.00463839768658811
91,coarse,0.5514807739179376,0.5317106559725052,0.019770117945432375,0.02815657646037293,0.5989565624959117,0.599618008864717,0.0035598613166062387,0.008973715636639163,99.53433333333335,0.551479988729,0.003558312538613,0.008972358153839,99.534089,0.00463839768658811
92,coarse,0.5508256861717575,0.5317106559725052,0.019115030199252314,0.027471049934281476,0.5868408075641188,0.5874834397725599,0.006000183432810308,0.009768731345513955,99.41033333333336,0.550826535506,0.005992959930984,0.009761378168761,99.410399,0.00463839768658811
93,coarse,0.5508256861717575,0.5317106559725052,0.019115030199252314,0.027471049934281476,0.5860636578300341,0.586707141266928,0.006000183432810308,0.010072640794068652,99.41033333333336,0.550826535506,0.005992959930984,0.01006471832189,99.410399,0.00463839768658811
94,coarse,0.5495190471218175,0.5317106559725052,0.01780839114931232,0.027654508953318252,0.5876018163239672,0.5882522132662779,0.0037469421906230482,0.007721339526751329,100.64733333333332,0.549519643518,0.00374121342333,0.007721911084923,100.647305,0.0041745579179293
95,coarse,0.54863681251575,0.5317106559725052,0.016926156543244808,0.02732339303341408,0.5848092259234121,0.5854471782594899,0.0031945066279996936,0.007239968208998954,99.47833333333332,0.548637502324,0.003194345936719,0.007239174236993,99.478429,0.00375710212613637
96,coarse,0.5489027146358175,0.5317106559725052,0.017192058663312304,0.02704645739344222,0.5800650422403113,0.5806952420046073,0.0027894467921766586,0.006873633145302137,99.52866666666668,0.54890214376,0.002790436398768,0.006865703941132,99.528523,0.00338139191352273
97,coarse,0.5481877743234376,0.5317106559725052,0.01647711835093235,0.026962622836393807,0.5756131059820044,0.5762442457920668,0.003135290906667171,0.006072687946070304,99.66366666666667,0.548187613696,0.003135484181704,0.006069764936687,99.663779,0.00304325272217046
98,coarse,0.54926018695548,0.5317106559725052,0.017549530982974737,0.026392237676587712,0.5654622539900322,0.5660778311301947,0.003492550739260969,0.0060749587187395905,99.62333333333332,0.549259410952,0.003492894823725,0.006080142577588,99.623202,0.00304325272217046
99,coarse,0.5496880990672575,0.5317106559725052,0.017977443094752243,0.02651141319153391,0.5653803103602844,0.5660015462633505,0.002766644539020785,0.006002072488425884,100.19166666666666,0.549688133485,0.002769970508018,0.006006962737322,100.191276,0.00273892744995341
100,coarse,0.5483374534680001,0.5317106559725052,0.016626797495494894,0.02599861966366125,0.5558783462619187,0.556485996290384,0.0031687791290000433,0.005997591736797444,99.71633333333334,0.548337664532,0.00317011556759,0.005996432461976,99.716529,0.00273892744995341
101,coarse,0.5479518100679175,0.5317106559725052,0.01624115409541227,0.02599861966366125,0.5552846994850892,0.5558929984328473,0.0031687791290000433,0.006452358237077884,99.64333333333335,0.54795182004,0.00317011556759,0.006451172007217,99.643491,0.00273892744995341
102,coarse,0.5479518100679175,0.5317106559725052,0.01624115409541227,0.025998619625197672,0.5545243056737701,0.5551334378375999,0.003182155370638262,0.006861618029073586,99.64333333333335,0.54795182004,0.003181285319907,0.006862692177782,99.643491,0.00273892744995341
103,coarse,0.5479518100679175,0.5317106559725052,0.01624115409541227,0.02599861966366125,0.555357524559087,0.5559657438267331,0.0031687791290000433,0.006404914625839273,99.64333333333335,0.54795182004,0.00317011556759,0.006403376479553,99.643491,0.00246503470495807
104,coarse,0.54881995031423,0.5317106559725052,0.017109294341724812,0.025717228169094847,0.5498213571124997,0.5504224746153923,0.0033442529570000268,0.0059036524247961285,100.00500000000001,0.548819972509,0.003343873901746,0.005901624987081,100.005029,0.00221853123446226
105,coarse,0.5486632265979375,0.5317106559725052,0.016952570625432317,0.02580490233406284,0.5498357389353428,0.5504409439667846,0.0028069404690003186,0.006371186926679638,99.97566666666667,0.548663704437,0.002806644070839,0.006377859913211,99.975449,0.00221853123446226
106,coarse,0.5474129686764375,0.5317106559725052,0.015702312703932297,0.025467580915906743,0.5465059522599983,0.5470990344839917,0.0031695257760000484,0.0062968592120063,99.56133333333332,0.547413569781,0.003171136417848,0.006299721841939,99.561323,0.00199667811101604
107,coarse,0.5475538419264375,0.5317106559725052,0.015843185953932304,0.02541782711796672,0.5443489825575426,0.5449420893515482,0.003142559789999888,0.005632954080047488,100.22699999999999,0.547554209049,0.003143427493081,0.005629557311571,100.226882,0.00179701029991443
108,coarse,0.5464145359369199,0.5317106559725052,0.01470387996441469,0.025328799654838276,0.5433990690781527,0.5439890590507844,0.0030602883289998495,0.005360753136596409,99.72366666666666,0.546415037397,0.003061016749507,0.005355116152415,99.723719,0.00161730926992299
109,coarse,0.54630183876828,0.5317106559725052,0.01459118279577476,0.02539215304640022,0.5434390838585557,0.544031983711765,0.002590762015999948,0.005205063683341775,100.21966666666667,0.546301121038,0.002591771629357,0.005201176342703,100.219694,0.00145557834293069
110,coarse,0.5464039705712699,0.5317106559725052,0.014693314598764662,0.025335044619509167,0.5424250834858765,0.5430164230302179,0.0025947205110001814,0.004979751342513037,100.12266666666666,0.546403645755,0.002594886586244,0.004979917136164,100.122655,0.00131002050863762
111,coarse,0.5463106432294176,0.5317106559725052,0.014599987256912361,0.025237826360039697,0.5419224281242079,0.5425097842282817,0.0025145815580003283,0.004435747011130404,100.62933333333335,0.546311373504,0.002513809003393,0.004439348922695,100.629197,0.00117901845777386
112,coarse,0.5445673769893176,0.5317106559725052,0.012856721016812345,0.02523704105239589,0.540878119751383,0.5414665720678163,0.002461155978000118,0.004458920030928701,99.82733333333334,0.54456744604,0.002459727205144,0.00446039992935,99.827464,0.00117901845777386
113,coarse,0.5445673769893176,0.5317106559725052,0.012856721016812345,0.02523704105239589,0.540878119751383,0.5414665720678163,0.002461155978000118,0.004458920030928701,99.82733333333334,0.54456744604,0.002459727205144,0.00446039992935,99.827464,0.00117901845777386
