plot_iteration,tnc_solver_iteration,tnc_stage,tnc_objective,tnc_objective_gap_pct_vs_sqp,tnc_l2_h,tnc_max_abs_h,tnc_load_supplied_pct,qhdsb_solver_iteration,qhdsb_stage,qhdsb_objective,qhdsb_objective_gap_pct_vs_sqp,qhdsb_l2_h,qhdsb_max_abs_h,qhdsb_load_supplied_pct,objective_delta_tnc_minus_qhdsb,objective_gap_delta_pct_tnc_minus_qhdsb,l2_delta_tnc_minus_qhdsb,l2_ratio_tnc_over_qhdsb,max_abs_delta_tnc_minus_qhdsb,max_abs_ratio_tnc_over_qhdsb,lower_l2_method,lower_objective_method,both_l2_le_1e_3,tnc_l2_le_1e_3,qhdsb_l2_le_1e_3,both_max_abs_le_1e_5
73,73,rho=1e+02,0.25039824149746726,-52.90704846990981,0.05297787602760002,0.01783565735749723,82.34056811553661,72,,0.5666157451400688,6.564677381478745,0.010401217553690462,0.004228943855218492,101.65540588333333,-0.3162175036426016,-59.471725851388555,0.042576658473909554,5.093430240655135,0.013606713502278739,4.217520489303289,QHD-SB coarse-only,Truncated Newton,False,False,False,False
74,74,rho=1e+02,0.25038751774789414,-52.90906530922883,0.05297989210850237,0.01783133382284957,82.33999549324828,73,,0.5741315209650191,7.978185976901453,0.009660535674015942,0.005184514255452771,102.30192170333333,-0.32374400321712493,-60.88725128613028,0.04331935643448642,5.484156768967068,0.0126468195673968,3.4393451236238013,QHD-SB coarse-only,Truncated Newton,False,False,False,False
75,75,rho=1e+02,0.25038628096189064,-52.909297914310116,0.05298012058945902,0.01782282685712755,82.3391986084431,74,,0.5685971150814098,6.937318012070737,0.009760311911245522,0.004499680132531131,101.95280316,-0.3182108341195191,-59.84661592638085,0.0432198086782135,5.42811757157238,0.013323146724596419,3.9609097385111167,QHD-SB coarse-only,Truncated Newton,False,False,False,False
76,76,rho=1e+02,0.25038612680191497,-52.90932690751797,0.052980147424221954,0.017819415498911334,82.33955430169529,75,,0.567367294044263,6.706022847429494,0.011416242307118022,0.004969468168294244,101.02182038000001,-0.31698116724234804,-59.61534975494747,0.041563905117103936,4.640769352905978,0.01284994733061709,3.585779181080417,QHD-SB coarse-only,Truncated Newton,False,False,False,False
77,77,rho=1e+02,0.25039332588984925,-52.907972959115135,0.052978787081072024,0.017815182004252028,82.34075828016957,76,,0.5685971150814098,6.937318012070737,0.01376334062311335,0.007080196970686181,101.25456607333332,-0.3182037891915605,-59.845290971185875,0.03921544645795867,3.849268032508223,0.010734985033565847,2.516198642214534,QHD-SB coarse-only,Truncated Newton,False,False,False,False
78,78,rho=1e+02,0.25041468653519017,-52.903955615264486,0.05297475141888189,0.017812294500721554,82.34274133005619,77,,0.5612184447615791,5.549595152476239,0.010889534018842571,0.004820422628560472,99.85809190333333,-0.31080375822638895,-58.45355076774072,0.042085217400039315,4.864739972088583,0.012991871872161082,3.6951727832297676,QHD-SB coarse-only,Truncated Newton,False,False,False,False
79,79,rho=1e+02,0.25042633888055726,-52.90176413287906,0.05297255112999349,0.017812108266978238,82.34322118982492,78,,0.5584516017665504,5.029228866047775,0.008179618933914275,0.0039735201650181184,101.21965422000001,-0.30802526288599313,-57.93099299892683,0.044792932196079216,6.47616368903924,0.01383858810196012,4.482702371512192,QHD-SB coarse-only,Truncated Newton,False,False,False,False
80,80,rho=1e+02,0.25044073280320045,-52.899057035986885,0.05296983348980264,0.017811729824146305,82.34412693391643,79,,0.5609417565817908,5.4975577940595155,0.009112650486518416,0.0039527471156611815,100.55982017666668,-0.31050102377859035,-58.3966148300464,0.04385718300328422,5.81278010916452,0.013858982708485124,4.506164776788892,QHD-SB coarse-only,Truncated Newton,False,False,False,False
81,81,rho=1e+02,0.2504417408888376,-52.898867443089735,0.05296964293748807,0.01781153931193502,82.34412434689054,80,,0.5649261498102013,6.246911447903969,0.011100212775574662,0.005646259655501029,100.74834418666667,-0.3144844089213637,-59.145778890993704,0.04186943016191341,4.771948430938597,0.012165279656433992,3.1545731862652864,QHD-SB coarse-only,Truncated Newton,False,False,False,False
82,82,rho=1e+02,0.2504401938920032,-52.899158390208626,0.05296993489259889,0.017811861611663843,82.34359758886866,81,,0.5559615169232512,4.560913097813879,0.007386444952365456,0.0031659135888330303,100.74834418666667,-0.305521323031248,-57.46007148802251,0.04558348994023343,7.171235314714644,0.014645948022830813,5.626136377976562,QHD-SB coarse-only,Truncated Newton,False,False,False,False
83,83,rho=1e+02,0.2504480944571119,-52.89767251344089,0.052968443090146984,0.017812120847000942,82.34410013577639,82,,0.5564097270346381,4.645208965566816,0.007606726802896799,0.004258844916181531,100.32416515999998,-0.3059616325775262,-57.542881479007704,0.045361716287250185,6.963368668633597,0.013553275930819411,4.182383063380303,QHD-SB coarse-only,Truncated Newton,False,False,False,False
84,84,rho=1e+02,0.25045583921813036,-52.89621593909326,0.0529669806338695,0.01781163918484613,82.3448567099736,83,,0.5582025901334831,4.9823966970343525,0.009149508327278368,0.004266976163181058,100.66350838333331,-0.3077467509153527,-57.87861263612761,0.04381747230659114,5.789052125998247,0.013544663021665071,4.174300137539892,QHD-SB coarse-only,Truncated Newton,False,False,False,False
85,85,rho=1e+02,0.25047325329140674,-52.89294083578646,0.052963692571312476,0.01781107150277239,82.34531757358923,84,,0.5582025901334831,4.9823966970343525,0.009149508327278368,0.004266976163181058,100.66350838333331,-0.3077293368420763,-57.875337532820815,0.043814184244034104,5.788692755588449,0.013544095339591333,4.174167096704409,QHD-SB coarse-only,Truncated Newton,False,False,False,False
86,86,rho=1e+02,0.25047696241523726,-52.89224325265758,0.052962991709001636,0.017811216160304177,82.34570478036646,85,,0.551927727975083,3.8022694816181257,0.009028053762242378,0.004385379865589192,100.49383677,-0.3014507655598458,-56.694512734275705,0.04393493794675926,5.866490508785666,0.013425836294714985,4.061499050530067,QHD-SB coarse-only,Truncated Newton,False,False,False,False
87,87,rho=1e+02,0.2504782225057747,-52.89200626464101,0.05296275356892636,0.01781136663240082,82.34592720965487,86,,0.5507176270958113,3.5746831307186033,0.008264559058105553,0.004946389955406361,99.34855339,-0.3002394045900366,-56.466689395359616,0.044698194510820806,6.408418549200467,0.01286497667699446,3.6008820155663535,QHD-SB coarse-only,Truncated Newton,False,False,False,False
88,88,rho=1e+02,0.25050390111132537,-52.88717683245601,0.052957904662946996,0.017810844746774024,82.34782182634125,87,,0.5518067171487198,3.7795107076488588,0.009454587662301539,0.003957840617831332,99.55470439666668,-0.3013028160373944,-56.66668754010487,0.043503317000645456,5.60129183360445,0.013853004128942692,4.500141988166602,QHD-SB coarse-only,Truncated Newton,False,False,False,False
89,89,rho=1e+02,0.2505080410120859,-52.886398232156374,0.05295712288208335,0.017810593778738074,82.34802882496686,88,,0.5525327846211837,3.9160638243314505,0.011054784641722187,0.005197674091850679,99.69213840333333,-0.3020247436090978,-56.802462056487826,0.041902338240361166,4.79042555765549,0.012612919686887394,3.4266468932061205,QHD-SB coarse-only,Truncated Newton,False,False,False,False
90,90,rho=1e+02,0.2504978703694269,-52.88831104743379,0.05295904331052793,0.017810544544790877,82.3473133372131,89,,0.5518067171487198,3.7795107076488588,0.008072417286095876,0.0043281911367740455,99.96700641333334,-0.30130884677929287,-56.66782175508265,0.04488662602443205,6.560493769536151,0.013482353408016831,4.115008783569043,QHD-SB coarse-only,Truncated Newton,False,False,False,False
91,91,rho=1e+02,0.2505009696176508,-52.887728164960194,0.052958458041758964,0.017809945601685667,82.34740063288054,90,,0.5514799887254569,3.7180621698787775,0.008567454336567153,0.0035440368315153847,99.90516111666666,-0.3009790191078061,-56.60579033483897,0.04439100370519181,6.181352822124127,0.014265908770170282,5.025327458030498,QHD-SB coarse-only,Truncated Newton,False,False,False,False
92,92,rho=1e+02,0.25050044919961223,-52.887826041132634,0.05295855625091575,0.01780969436733705,82.34746050203198,91,,0.5514799887254569,3.7180621698787775,0.00897235828664945,0.003558312773480621,99.5340893,-0.30097953952584466,-56.60588821101141,0.043986197964266296,5.902412114963822,0.01425138159385643,5.005095251903955,QHD-SB coarse-only,Truncated Newton,False,False,False,False
93,93,rho=1e+02,0.2505059074023363,-52.88679950486469,0.05295752553860894,0.01780916397984085,82.34774615649036,92,,0.5508265355110165,3.595165777432907,0.00976137827743136,0.005992959986588747,99.41039869666668,-0.30032062810868015,-56.481965282297594,0.043196147261177584,5.425209845729322,0.011816203993252103,2.971680775392262,QHD-SB coarse-only,Truncated Newton,False,False,False,False
94,94,rho=1e+02,0.2505066101346451,-52.88666734044389,0.052957392818664364,0.01780895655255739,82.34767921492177,93,,0.5508265355110165,3.595165777432907,0.01006471844894212,0.005992959986588747,99.41039869666668,-0.30031992537637137,-56.4818331178768,0.042892674369722245,5.261686463194666,0.011815996565968642,2.9716461635670663,QHD-SB coarse-only,Truncated Newton,False,False,False,False
95,95,rho=1e+02,0.2505070929337627,-52.88657653934518,0.052957301618924084,0.0178087694799417,82.34777217224865,94,,0.5495196435224263,3.3493757083586484,0.007721911203403881,0.0037412134784967632,100.64730474333331,-0.2990125505886636,-56.23595224770383,0.0452353904155202,6.858056279587892,0.014067556001444936,4.760158590869117,QHD-SB coarse-only,Truncated Newton,False,False,False,False
96,96,rho=1e+02,0.2505080604773422,-52.886394571282544,0.05295711889286976,0.01780855624153023,82.34806848306788,95,,0.5486375023282108,3.183469461360078,0.0072391739057110945,0.0031943460476036023,99.47842852333335,-0.29812944185086865,-56.06986403264262,0.04571794498715867,7.3153538763713195,0.014614210193926627,5.575024113273577,QHD-SB coarse-only,Truncated Newton,False,False,False,False
97,97,rho=1e+02,0.250506509728465,-52.88668622405643,0.05295741171354131,0.01780850669080923,82.34797329692991,96,,0.5489021437554374,3.2332411603572586,0.006865703484094255,0.002790436155219095,99.52852322333332,-0.29839563402697244,-56.11992738441369,0.046091708229447054,7.713326367243723,0.015018070535590136,6.381979626196096,QHD-SB coarse-only,Truncated Newton,False,False,False,False
98,98,rho=1e+02,0.2505059710251606,-52.8867875391793,0.05295751342626338,0.017808406994238732,82.3479206775716,97,,0.5481876136914373,3.098857909622277,0.006069764934769592,0.0031354841678490064,99.66377890000001,-0.2976816426662767,-55.98564544880158,0.04688774849149379,8.724804666306843,0.014672922826389725,5.679635437756202,QHD-SB coarse-only,Truncated Newton,False,False,False,False
99,99,rho=1e+02,0.25050561861627463,-52.88685381749853,0.052957579970020395,0.01780839367186103,82.34788773807898,98,,0.5492594109572327,3.300433193802932,0.006080142144984437,0.003492894600727242,99.6232021966667,-0.2987537923409581,-56.187287011301464,0.04687743782503596,8.709924654262494,0.014315499071133789,5.098462939062981,QHD-SB coarse-only,Truncated Newton,False,False,False,False
100,100,rho=1e+02,0.25050590963513375,-52.88679908493753,0.05295752501316199,0.017808402937640605,82.34787926144959,99,,0.5496881334764051,3.3810639869526815,0.00600696236155805,0.002769970278342193,100.19127603666666,-0.29918222384127136,-56.26786307189021,0.04695056265160394,8.81602411096616,0.015038432659298412,6.429095314444602,QHD-SB coarse-only,Truncated Newton,False,False,False,False
101,101,rho=1e+02,0.25050572825829204,-52.88683319688163,0.0529575592608051,0.01780838707375286,82.34781389486315,100,,0.5483376645333816,3.127078303601394,0.005996432232027193,0.003170115565209075,99.71652861000001,-0.2978319362750896,-56.013911500483026,0.04696112702877791,8.831511340686314,0.014638271508543785,5.617582926374598,QHD-SB coarse-only,Truncated Newton,False,False,False,False
102,102,rho=1e+02,0.25050569384929844,-52.886839668257224,0.05295756574676842,0.017808365350355987,82.34780868180444,101,,0.5479518200347526,3.05451167468489,0.0064511717493877865,0.003170115565209075,99.64349054333334,-0.2974461261854542,-55.94135134294211,0.046506393997380636,8.208984011593564,0.014638249785146912,5.61757607381783,QHD-SB coarse-only,Truncated Newton,False,False,False,False
103,103,rho=1e+02,0.25050553777398965,-52.88686902168601,0.052957595207438056,0.017808273099371774,82.34763038289906,102,,0.5479518200347526,3.05451167468489,0.00686269189100251,0.003181285009890622,99.64349054333334,-0.297446282260763,-55.9413806963709,0.046094903316435544,7.716737986863337,0.014626988089481152,5.597823849169695,QHD-SB coarse-only,Truncated Newton,False,False,False,False
104,104,rho=1e+02,0.25050585477867104,-52.8868094019139,0.05295753533877258,0.017808284813853104,82.34777626413872,103,,0.5479518200347526,3.05451167468489,0.0064033762219984644,0.003170115565209075,99.64349054333334,-0.2974459652560816,-55.94132107659879,0.046554159116774116,8.270252051853479,0.014638169248644028,5.617550668907117,QHD-SB coarse-only,Truncated Newton,False,False,False,False
105,105,rho=1e+02,0.25050707317861065,-52.88658025474036,0.052957305244616434,0.01780763886401228,82.34800895722299,104,,0.5488199725021016,3.2177870308579104,0.005901624831534496,0.003343873979159806,100.00502896666667,-0.2983128993234909,-56.10436728559827,0.04705568041308194,8.973343232807103,0.014463764884852473,5.325451549608545,QHD-SB coarse-only,Truncated Newton,False,False,False,False
106,106,rho=1e+02,0.25050921060936254,-52.88617826340768,0.05295690143092432,0.017806919747803074,82.34778156099786,105,,0.5486637044287568,3.18839734840759,0.006377859780803596,0.002806644143271919,99.97544855,-0.29815449381939424,-56.07457561181527,0.04657904165012072,8.303240154372267,0.015000275604531155,6.344559138531966,QHD-SB coarse-only,Truncated Newton,False,False,False,False
107,107,rho=1e+02,0.25051160632124125,-52.885727696571784,0.05295644888663496,0.017806445408634686,82.34768853830411,106,,0.5474135697821194,2.953281758265658,0.006299722102237394,0.0031711363903985657,99.56132272333333,-0.29690196346087816,-55.839009454837445,0.04665672678439757,8.406156339472036,0.01463530901823612,5.615162268815777,QHD-SB coarse-only,Truncated Newton,False,False,False,False
108,108,rho=1e+02,0.2505118101171881,-52.88568936821697,0.05295641034995223,0.017806497809161714,82.34780732283325,107,,0.5475542090424196,2.9797320952525963,0.005629557114314145,0.0031434275184705207,100.22688209333334,-0.2970423989252315,-55.865421463469566,0.04732685323563808,9.406851955600768,0.014663070290691194,5.664675805162423,QHD-SB coarse-only,Truncated Newton,False,False,False,False
109,109,rho=1e+02,0.25051656478770357,-52.88479514680875,0.052955512393333216,0.017805860049232625,82.34796246227418,108,,0.546415037404423,2.765485563760195,0.005355116223340603,0.0030610166667204286,99.72371921000001,-0.2958984726167194,-55.65028071056894,0.04760039616999261,9.888769950972,0.014744843382512196,5.81697585734148,QHD-SB coarse-only,Truncated Newton,False,False,False,False
110,110,rho=1e+02,0.2505155341352808,-52.884988983891226,0.052955707005202184,0.017806036648507606,82.34792605342453,109,,0.5463011210462556,2.7440610621280115,0.00520117655405404,0.0025917716166858895,100.21969405666668,-0.2957855869109748,-55.62905004601924,0.04775453045114814,10.18148614161656,0.015214265031821717,6.870218245262007,QHD-SB coarse-only,Truncated Newton,False,False,False,False
111,111,rho=1e+02,0.25051783869742345,-52.88455555978796,0.052955271780125476,0.01780571791733171,82.34786712990142,110,,0.546403645756732,2.7633431113637474,0.004979916829301101,0.002594886676129615,100.12265549333333,-0.2958858070593085,-55.64789867115171,0.047975354950824375,10.633766304799392,0.015210831241202094,6.861847987862692,QHD-SB coarse-only,Truncated Newton,False,False,False,False
112,112,rho=1e+02,0.25051973983386056,-52.884198008850106,0.05295491274062701,0.017805521548745817,82.34793650072777,111,,0.5463113735066815,2.7459892650539164,0.004439348794554656,0.002513809105713083,100.62919676,-0.2957916336728209,-55.63018727390402,0.04851556394607236,11.928531681399303,0.015291712443032734,7.083084196122757,QHD-SB coarse-only,Truncated Newton,False,False,False,False
113,113,rho=1e+02,0.25052186987355435,-52.8837974075701,0.05295451045881925,0.017805493964848818,82.34839819735188,112,,0.5445674460325465,2.418004964843634,0.0044603998793967745,0.0024597272928494895,99.82746420333334,-0.29404557615899213,-55.30180237241373,0.048494110579422475,11.872144177795295,0.015345766671999328,7.238808146175387,QHD-SB coarse-only,Truncated Newton,False,False,False,False
114,114,rho=1e+02,0.2505270531713269,-52.882822573284884,0.05295353156024656,0.01780492247205412,82.34841308573215,113,,0.5445674460325465,2.418004964843634,0.0044603998793967745,0.0024597272928494895,99.82746420333334,-0.2940403928612196,-55.300827538128516,0.04849313168084979,11.871924713487351,0.01534519517920463,7.238575806274797,QHD-SB coarse-only,Truncated Newton,False,False,False,False
115,115,rho=1e+02,0.2505310857393465,-52.88206415929142,0.05295276996541361,0.01780457708824451,82.34843250459059,114,,0.5445674460325465,2.418004964843634,0.0044603998793967745,0.0024597272928494895,99.82746420333334,-0.29403636029319996,-55.30006912413505,0.04849237008601683,11.871753967622954,0.015344849795395021,7.238435390786214,QHD-SB coarse-only,Truncated Newton,False,False,False,False
116,116,rho=1e+02,0.25053160355792936,-52.88196677200436,0.05295267209905997,0.01780464846418356,82.34872218241377,115,,0.5445674460325465,2.418004964843634,0.0044603998793967745,0.0024597272928494895,99.82746420333334,-0.2940358424746171,-55.29997173684799,0.04849227221966319,11.87173202646156,0.01534492117133407,7.2384644086123995,QHD-SB coarse-only,Truncated Newton,False,False,False,False
117,117,rho=1e+02,0.25053957895383383,-52.880466821643225,0.052951165858539435,0.017803741923268335,82.34942185037261,116,,0.5462283285602835,2.730370818166472,0.004459636087817462,0.002440862992849402,100.04754765000001,-0.29568874960644964,-55.610837639809695,0.04849152977072197,11.873427520955783,0.015362878930418933,7.294035746957143,QHD-SB coarse-only,Truncated Newton,False,False,False,False
118,118,rho=1e+02,0.2505384346160631,-52.88068203978074,0.05295138184437811,0.017803668360230618,82.34934020531888,117,,0.5462283285602835,2.730370818166472,0.004459636087817462,0.002440862992849402,100.04754765000001,-0.29568989394422035,-55.61105285794721,0.04849174575656064,11.873475952225604,0.015362805367381216,7.294005608830615,QHD-SB coarse-only,Truncated Newton,False,False,False,False
119,119,rho=1e+02,0.250546238415722,-52.879214361905326,0.05294990791120997,0.017802478248374498,82.34977982835815,118,,0.5462283285602835,2.730370818166472,0.004459636087817462,0.002440862992849402,100.04754765000001,-0.2956820901445615,-55.6095851800718,0.04849027182339251,11.873145446969321,0.015361615255525096,7.293518030519334,QHD-SB coarse-only,Truncated Newton,False,False,False,False
120,120,rho=1e+02,0.25054608786292115,-52.87924267670383,0.05294993625158665,0.017802310739284066,82.35018254404538,119,,0.5462283285602835,2.730370818166472,0.004459636087817462,0.002440862992849402,100.04754765000001,-0.2956822406973623,-55.6096134948703,0.048490300163769186,11.87315180183239,0.015361447746434664,7.293449403525143,QHD-SB coarse-only,Truncated Newton,False,False,False,False
121,121,rho=1e+02,0.25055385340323866,-52.877782194347446,0.05294846953124397,0.017801070397463092,82.35091431538672,120,,0.5447335328893976,2.449241287641679,0.004144839454653483,0.0024597272928494895,99.95322617333335,-0.294179679486159,-55.32702348198912,0.048803630076590485,12.774552575684881,0.015341343104613603,7.2370097486869405,QHD-SB coarse-only,Truncated Newton,False,False,False,False
122,122,rho=1e+02,0.250561457153575,-52.87635214019093,0.05294703312776662,0.017802515444582556,82.35161026667348,121,,0.5433135003733344,2.1821726291311627,0.0038484916064819396,0.0021858217949903835,100.10885661666666,-0.2927520432197594,-55.05852476932209,0.049098541521284685,13.75786633874658,0.015616693649592173,8.14454109908849,QHD-SB coarse-only,Truncated Newton,False,False,False,False
123,123,rho=1e+02,0.25056454856589994,-52.87577073143219,0.052946449140425046,0.017802985180974035,82.35206379369791,122,,0.5422570070281809,1.983475587180572,0.0035629633198991165,0.0021079513871762323,99.90885661666665,-0.291692458462281,-54.85924631861276,0.04938348582052593,14.860228519535868,0.015695033793797802,8.445633656107479,QHD-SB coarse-only,Truncated Newton,False,False,False,False
124,124,rho=1e+02,0.2505604722360434,-52.876537375811196,0.05294721895748044,0.017803758353193172,82.3520535229669,123,,0.5410596631356737,1.7582884710192204,0.0030453531011917514,0.002094052127083579,100.00218995000002,-0.2904991908996303,-54.63482584683042,0.04990186585628869,17.38623312244494,0.015709706226109593,8.502060728540107,QHD-SB coarse-only,Truncated Newton,False,False,False,False
125,125,rho=1e+02,0.2505685232186973,-52.87502320968278,0.05294569820384974,0.01780369135599938,82.35314611070459,124,,0.5409892316459967,1.745042264856922,0.0032721366326449956,0.0020161739752693197,99.82885661666667,-0.29042070842729933,-54.6200654745397,0.04967356157120475,16.180772427296738,0.01578751738073006,8.830434066892055,QHD-SB coarse-only,Truncated Newton,False,False,False,False
126,126,rho=1e+02,0.2505659829491366,-52.87550096380189,0.05294617790411747,0.017803973751710722,82.35254193348439,125,,0.5409892316459967,1.745042264856922,0.0033085889527777546,0.0020161739752693197,99.90885661666667,-0.29042324869686004,-54.62054322865881,0.04963758895133972,16.002646040290394,0.015787799776441402,8.830574132042585,QHD-SB coarse-only,Truncated Newton,False,False,False,False
127,127,rho=1e+02,0.25056187073781555,-52.87627435648735,0.05294695425433473,0.017804930998880142,82.35216391177624,126,,0.5409892316459967,1.745042264856922,0.0033085889527777546,0.0020161739752693197,99.90885661666667,-0.2904273609081811,-54.62131662134427,0.04963836530155698,16.0028806872134,0.015788757023610822,8.83104891605486,QHD-SB coarse-only,Truncated Newton,False,False,False,False
128,128,rho=1e+02,0.25056577786537976,-52.875539534358,0.05294621543844981,0.01780620175027675,82.35455743051932,127,,0.5409892316459967,1.745042264856922,0.0033085889527777546,0.0020161739752693197,99.90885661666667,-0.2904234537806169,-54.62058179921492,0.049637626485672055,16.00265738480398,0.01579002777500743,8.831679194697573,QHD-SB coarse-only,Truncated Newton,False,False,False,False
129,129,rho=1e+02,0.2505722926794975,-52.874314278846455,0.05294498368885446,0.01780788300308367,82.35427482541274,128,,0.5409892316459967,1.745042264856922,0.0033085889527777546,0.0020161739752693197,99.90885661666667,-0.29041693896649917,-54.619356543703375,0.04963639473607671,16.002285096310935,0.01579170902781435,8.832513077501112,QHD-SB coarse-only,Truncated Newton,False,False,False,False
130,130,rho=1e+02,0.25057012214594,-52.87472249589705,0.052945393570175976,0.0178072600048515,82.35398083340095,129,,0.5409892316459967,1.745042264856922,0.003086433246055632,0.0020161739752693197,99.74885661666667,-0.29041910950005667,-54.619764760753974,0.04985896032412034,17.154232523200875,0.01579108602958218,8.832204077266105,QHD-SB coarse-only,Truncated Newton,False,False,False,False
131,131,rho=1e+02,0.2505666352443233,-52.87537828520229,0.052946051825778724,0.01780684550472081,82.3533962882458,130,,0.5409188002123199,1.7317960692267098,0.0030263503229748094,0.0017260521270834328,99.97552328333333,-0.29035216496799654,-54.607174354429,0.04991970150280391,17.49501748817182,0.016080793377637376,10.316516648202057,QHD-SB coarse-only,Truncated Newton,False,False,False,False
132,132,rho=1e+02,0.2505707728766846,-52.87460011152554,0.05294526874034628,0.017808576366293793,82.35254771598554,131,,0.5407075062472891,1.6920575455282805,0.003297693122225054,0.0017281739752694758,99.85552328333334,-0.2901367333706045,-54.56665765705382,0.04964757561812123,16.05524431109663,0.016080402391024318,10.304851607036198,QHD-SB coarse-only,Truncated Newton,False,False,False,False
133,133,rho=1e+02,0.2505779496317564,-52.87325036331357,0.05294390872456022,0.017807918521937527,82.35528559384895,132,,0.5407075062472891,1.6920575455282805,0.003297693122225054,0.0017281739752694758,99.85552328333334,-0.29012955661553275,-54.56530790884185,0.04964621560233517,16.054831896801044,0.01607974454666805,10.30447094839553,QHD-SB coarse-only,Truncated Newton,False,False,False,False
134,134,rho=1e+02,0.25058408970132406,-52.87209558683905,0.05294274619058276,0.017805755592493117,82.35396961740604,133,,0.5407075062472891,1.6920575455282805,0.003297693122225054,0.0017281739752694758,99.85552328333334,-0.2901234165459651,-54.56415313236733,0.0496450530683577,16.054479367340488,0.01607758161722364,10.303219379123359,QHD-SB coarse-only,Truncated Newton,False,False,False,False
135,135,rho=1e+02,0.2505808302587921,-52.87270859741076,0.05294336029446657,0.017805200933364962,82.35366010564664,134,,0.5407075062472891,1.6920575455282805,0.003297693122225054,0.0017281739752694758,99.85552328333334,-0.29012667598849706,-54.564766142939035,0.04964566717224152,16.054665589605886,0.016077026958095486,10.30289842814499,QHD-SB coarse-only,Truncated Newton,False,False,False,False
136,136,rho=1e+02,0.25058757181278113,-52.87144069842974,0.05294208502826291,0.017803363839932473,82.35401551933921,135,,0.5407075062472891,1.6920575455282805,0.003297693122225054,0.0017281739752694758,99.85552328333334,-0.290119934434508,-54.563498243958016,0.04964439190603786,16.054278874967384,0.016075189864662998,10.301835402397133,QHD-SB coarse-only,Truncated Newton,False,False,False,False
137,137,rho=1e+02,0.2506063425863379,-52.86791043749817,0.052938536337054656,0.017801835131700805,82.353958508573,136,,0.5398623354271664,1.5331043986185344,0.002838610201560931,0.0016481739752693958,99.77552328333334,-0.28925599284082854,-54.4010148361167,0.05009992613549372,18.649456099306676,0.01615366115643141,10.800944195706691,QHD-SB coarse-only,Truncated Newton,False,False,False,False
138,138,rho=1e+02,0.2506083600384296,-52.86753101081769,0.052938154367519155,0.017805881349904434,82.35362188779273,137,,0.5403553507589047,1.6258268833384548,0.002487806859789891,0.0016182669711761744,99.94885661666667,-0.2897469907204751,-54.49335789415615,0.05045034750772926,21.279045099180276,0.01618761437872826,11.00305553227903,QHD-SB coarse-only,Truncated Newton,False,False,False,False
139,139,rho=1e+02,0.25060827634090144,-52.867546751997075,0.05293817017523607,0.01780591909980353,82.35360995778328,138,,0.5401440581378739,1.5860886124090756,0.0026927230193889724,0.0014401451229901774,99.90885661666667,-0.2895357817969725,-54.45363536440615,0.0502454471558471,19.659716129009325,0.016365773976813353,12.363975557430663,QHD-SB coarse-only,Truncated Newton,False,False,False,False
140,140,rho=1e+02,0.25059669903688864,-52.86972412118891,0.05294035186449814,0.017801864861856725,82.35381860894391,139,,0.5401440581378739,1.5860886124090756,0.0026927230193889724,0.0014401451229901774,99.90885661666667,-0.2895473591009853,-54.45581273359799,0.05024762884510917,19.660526345747684,0.016361719738866548,12.361160398123394,QHD-SB coarse-only,Truncated Newton,False,False,False,False
141,141,rho=1e+02,0.250583032997177,-52.872294323526994,0.05294293239183268,0.017804694021408163,82.35334795376026,140,,0.5401440581378739,1.5860886124090756,0.0026927230193889724,0.0014401451229901774,99.90885661666667,-0.2895610251406969,-54.45838293593607,0.05025020937244371,19.661484679492357,0.016364548898417985,12.363124894274701,QHD-SB coarse-only,Truncated Newton,False,False,False,False
142,142,rho=1e+02,0.250584514463824,-52.87201570081549,0.052942652012843885,0.017804680772038922,82.3528796803485,141,,0.5401440581378739,1.5860886124090756,0.0026927230193889724,0.0014401451229901774,99.90885661666667,-0.2895595436740499,-54.45810431322457,0.050249928993454915,19.66138055478782,0.016364535649048745,12.363115694251016,QHD-SB coarse-only,Truncated Newton,False,False,False,False
143,143,rho=1e+02,0.2505771032455219,-52.87340954504616,0.052944051495006354,0.017805041096672136,82.35142348427945,142,,0.5401440581378739,1.5860886124090756,0.0026927230193889724,0.0014401451229901774,99.90885661666667,-0.289566954892352,-54.459498157455236,0.050251328475617384,19.661900282272747,0.01636489597368196,12.363365894475606,QHD-SB coarse-only,Truncated Newton,False,False,False,False
144,144,rho=1e+02,0.2505696488161997,-52.87481151606901,0.05294545921127583,0.017807375280297688,82.35038284573348,143,,0.5390171726710435,1.3741527683231114,0.0028717473195217016,0.0013281739752695199,99.77552328333331,-0.28844752385484385,-54.24896428439212,0.05007371189175413,18.436670542481455,0.01647920130502817,13.407411688430445,QHD-SB coarse-only,Truncated Newton,False,False,False,False
145,145,rho=1e+02,0.25056053487094365,-52.87652559592686,0.052947179948314806,0.017808194465929017,82.34994271822958,144,,0.5388763129956897,1.3476609773891424,0.0028702917972882277,0.0013281739752695199,99.74885661666667,-0.28831577812474607,-54.224186573316,0.05007688815102658,18.446619259525402,0.016480020490659497,13.408028464279528,QHD-SB coarse-only,Truncated Newton,False,False,False,False
146,146,rho=1e+02,0.25054051253636755,-52.88029124070963,0.05295096085459065,0.017810677957304788,82.34804266924812,145,,0.5388763129956897,1.3476609773891424,0.0028694058424069235,0.0013281739752695199,99.74885661666667,-0.28833580045932217,-54.22795221809877,0.050081555012183726,18.45363248099271,0.016482503982035268,13.409898318245961,QHD-SB coarse-only,Truncated Newton,False,False,False,False
