plot_iteration,tnc_solver_iteration,tnc_stage,tnc_objective,tnc_objective_gap_pct_vs_sqp,tnc_l2_h,tnc_max_abs_h,tnc_load_supplied_pct,qhdsb_solver_iteration,qhdsb_stage,qhdsb_objective,qhdsb_objective_gap_pct_vs_sqp,qhdsb_l2_h,qhdsb_max_abs_h,qhdsb_load_supplied_pct,objective_delta_tnc_minus_qhdsb,objective_gap_delta_pct_tnc_minus_qhdsb,l2_delta_tnc_minus_qhdsb,l2_ratio_tnc_over_qhdsb,max_abs_delta_tnc_minus_qhdsb,max_abs_ratio_tnc_over_qhdsb,lower_l2_method,lower_objective_method,both_l2_le_1e_3,tnc_l2_le_1e_3,qhdsb_l2_le_1e_3,both_max_abs_le_1e_5
17,17,rho=1e+02,0.24552104535525993,-53.824313543954005,0.053963230914661174,0.018350208623522983,82.10529748653306,16,,0.04882859819931414,-90.81669745549787,0.3041587830244828,0.13594601258599998,50.85509652733334,0.19669244715594578,36.99238391154387,-0.25019555210982164,0.17741796037603652,-0.11759580396247699,0.1349815877233955,Truncated Newton,QHD-SB coarse-only,False,False,False,False
18,18,rho=1e+02,0.24473450063157154,-53.97224075113961,0.0540739090168076,0.018286659911691358,82.11401947380521,17,,0.1465674941098273,-72.43472695845313,0.2635219059555103,0.14368410867152714,97.34555521,0.09816700652174423,18.462486207313518,-0.2094479969387027,0.2051970170022099,-0.12539744875983577,0.1272698844762023,Truncated Newton,QHD-SB coarse-only,False,False,False,False
19,19,rho=1e+02,0.24668423354095964,-53.60555016717493,0.05369037277339032,0.018132461378309386,82.18555546460341,18,,0.35217375140770213,-33.76590304297045,0.26129472945700793,0.09662455199505907,61.08299744233333,-0.10548951786674249,-19.839647124204483,-0.20760435668361762,0.20547820801806202,-0.07849209061674968,0.1876589438596993,Truncated Newton,Truncated Newton,False,False,False,False
20,20,rho=1e+02,0.24715105750170563,-53.51775355157162,0.053594001528985434,0.018108945716749425,82.214566774033,19,,0.31689284672648865,-40.401260879965974,0.19920727765638468,0.09534956891246749,99.57709722633332,-0.06974178922478302,-13.116492671605648,-0.14561327612739924,0.26903636332719955,-0.07724062319571806,0.1899216317734351,Truncated Newton,Truncated Newton,False,False,False,False
21,21,rho=1e+02,0.24776983066330763,-53.40137951342672,0.053476407056731144,0.018038028700149852,82.21249220002704,20,,0.3565848571441196,-32.93629662322524,0.34592867523728027,0.24973916848388655,86.77362490633334,-0.10881502648081195,-20.46508289020148,-0.29245226818054915,0.15458795666491212,-0.2317011397837367,0.07222747160429377,Truncated Newton,Truncated Newton,False,False,False,False
22,22,rho=1e+02,0.24799591711725488,-53.35885893359487,0.053433992668317505,0.018019768981443196,82.21674446923777,21,,0.6787486549720061,27.653761937596943,0.22605718793873064,0.1240775519002104,86.77362490666668,-0.4307527378547512,-81.01262087119181,-0.17262319527041314,0.23637378291549824,-0.1060577829187672,0.1452298881262231,Truncated Newton,Truncated Newton,False,False,False,False
23,23,rho=1e+02,0.24919905032998707,-53.13258300716425,0.053206817469766854,0.017951676158762975,82.24954852180488,22,,0.6948876177006948,30.689052381263092,0.2045566798857759,0.1134353500155566,108.12529785666665,-0.4456885673707078,-83.82163538842734,-0.15134986241600903,0.2601079441623586,-0.09548367385679363,0.15825469006179352,Truncated Newton,Truncated Newton,False,False,False,False
24,24,rho=1e+02,0.2503233466384102,-52.921134111830995,0.052992871567820315,0.017844805087405213,82.32722530558138,23,,0.65131914438996,22.495033167740708,0.2167374872774218,0.12166449932906742,99.88965257333332,-0.40099579775154975,-75.41616727957171,-0.16374461570960147,0.24450256498540088,-0.10381969424166221,0.14667224363567352,Truncated Newton,Truncated Newton,False,False,False,False
25,25,rho=1e+02,0.25053743788948685,-52.880869496354165,0.052952271131706426,0.017815837966077316,82.36032252036536,24,,0.6222853650345779,17.034586018665298,0.14891481245944843,0.07223355577010737,110.87051295333332,-0.37174792714509103,-69.91545551501946,-0.09596254132774201,0.35558766960221677,-0.054417717804030055,0.2466421288020006,Truncated Newton,Truncated Newton,False,False,False,False
26,26,rho=1e+02,0.2505223239341727,-52.88371201138455,0.052955057779872756,0.01781063770125091,82.34956566992861,25,,0.5308910258174797,-0.1541496574954393,0.13615262387665655,0.05962947040105537,93.57565786166666,-0.28036870188330704,-52.729562353889115,-0.0831975660967838,0.388938944194317,-0.041818832699804465,0.29868851058814166,Truncated Newton,Truncated Newton,False,False,False,False
27,27,rho=1e+02,0.25050121522704505,-52.88768197265776,0.05295902038480313,0.017807625249376957,82.34614774985437,26,,0.5191471608389971,-2.3628443388164944,0.15108857357650868,0.08734186456516546,104.69377899366667,-0.2686459456119521,-50.524837633841265,-0.09812955319170555,0.350516383411255,-0.0695342393157885,0.2038841893063864,Truncated Newton,Truncated Newton,False,False,False,False
28,28,rho=1e+02,0.25050167306892085,-52.887595865322744,0.052958826472260856,0.017801481991682744,82.35057316126137,27,,0.5896337134946068,10.89371763974416,0.12400466724761956,0.05720956769773605,104.69377899333332,-0.33913204042568595,-63.781313505066905,-0.0710458407753587,0.427071235685909,-0.03940808570605331,0.3111626727497051,Truncated Newton,Truncated Newton,False,False,False,False
29,29,rho=1e+02,0.25051016849781066,-52.88599811120698,0.052957199120891044,0.017806121937760377,82.34893402789571,28,,0.5156243050686948,-3.025395621310323,0.1320673995961972,0.07056741673011269,102.69251719133332,-0.2651141365708842,-49.86060248989666,-0.07911020047530616,0.400986157695316,-0.05276129479235231,0.252327813073567,Truncated Newton,Truncated Newton,False,False,False,False
30,30,rho=1e+02,0.2505191975092663,-52.88430000503696,0.05295544736156624,0.017803439310262736,82.34875565429844,29,,0.494490114104947,-7.000149695985058,0.14372413747723092,0.0901713522304326,98.68999357999999,-0.24397091659568065,-45.884150309051904,-0.09076869011566469,0.3684520101569964,-0.07236791292016986,0.19744008346205238,Truncated Newton,Truncated Newton,False,False,False,False
31,31,rho=1e+02,0.2505303238202592,-52.88220745510066,0.052953308293767994,0.017800000968315632,82.34987731042192,30,,0.45223687129714174,-14.946810597584214,0.11669394050715147,0.054144922503158055,90.68494636666665,-0.20170654747688255,-37.93539685751645,-0.06374063221338347,0.4537794170257093,-0.03634492153484242,0.3287473717831516,Truncated Newton,Truncated Newton,False,False,False,False
32,32,rho=1e+02,0.25053397021547164,-52.881521669481835,0.05295261135190815,0.017802992708120663,82.34972653605294,31,,0.4617420910120858,-13.159142886174802,0.0904671978936428,0.032130184317157785,114.09970947066667,-0.21120812079661416,-39.722378783307036,-0.037514586541734646,0.5853238807524641,-0.014327191609037122,0.5540893426687789,Truncated Newton,Truncated Newton,False,False,False,False
33,33,rho=1e+02,0.250535484771353,-52.88123682360478,0.052952322176615295,0.017803958994660127,82.34978029593711,32,,0.45318734727135374,-14.76805247725399,0.11766844534881311,0.05723308079597034,83.300290307,-0.20265186250000072,-38.11318434635079,-0.06471612317219783,0.4500129326910446,-0.03942912180131021,0.3110781168347252,Truncated Newton,Truncated Newton,False,False,False,False
34,34,rho=1e+02,0.25053238652466964,-52.881819517716444,0.052952769165183114,0.01780804448509371,82.34901254720329,33,,0.4360803430134043,-17.98540463406938,0.10710880327943774,0.04556313816353885,80.05824618700002,-0.18554795648873468,-34.89641488364707,-0.054156034114254625,0.49438297827895483,-0.027755093678445142,0.3908432386982577,Truncated Newton,Truncated Newton,False,False,False,False
35,35,rho=1e+02,0.25053206887870294,-52.8818792580965,0.052952828051691124,0.01780767957366508,82.34901216227874,34,,0.48997861804941345,-7.848636745258464,0.06850226088062464,0.031691252075736864,99.02420430200002,-0.2394465491707105,-45.03324251283803,-0.015549432828933514,0.7730084725812085,-0.013883572502071784,0.5619115183933934,Truncated Newton,Truncated Newton,False,False,False,False
36,36,rho=1e+02,0.25053275221203175,-52.88175074208481,0.05295269551118256,0.017806415811506104,82.34900462714579,35,,0.42761360096593154,-19.577763551907246,0.09486371519888155,0.035269034397599375,87.20695347466668,-0.1770808487538998,-33.303987190177565,-0.04191101968769899,0.5581975721714816,-0.01746261858609327,0.5048739245528683,Truncated Newton,Truncated Newton,False,False,False,False
37,37,rho=1e+02,0.25053411569480283,-52.881494308861996,0.05295243689512664,0.017805755080251118,82.35016586147586,36,,0.3999099355107685,-24.788053235587093,0.08672789796899619,0.040803746681095696,97.711176432,-0.14937581981596565,-28.093441073274903,-0.03377546107386955,0.6105582878770597,-0.022997991600844578,0.43637549314804697,Truncated Newton,Truncated Newton,False,False,False,False
38,38,rho=1e+02,0.25053058554348506,-52.882158232234254,0.0529531022322663,0.017805348615858863,82.34887311344647,37,,0.4310771701162675,-18.92636243526028,0.05966599148621736,0.029407873730824,89.43910085499999,-0.18054658457278244,-33.95579579697397,-0.006712889253951061,0.8874922030667719,-0.011602525114965137,0.6054619514091596,Truncated Newton,Truncated Newton,False,False,False,False
39,39,rho=1e+02,0.2505315439554406,-52.881977981576355,0.052952912905130683,0.017810574445281002,82.34779339663496,38,,0.3918082558645025,-26.311754059571435,0.08434375279188187,0.04334491751178003,88.37554828,-0.14127671190906194,-26.57022392200492,-0.03139083988675119,0.6278225849849478,-0.02553434306649903,0.41090341077337494,Truncated Newton,Truncated Newton,False,False,False,False
40,40,rho=1e+02,0.2505300402922851,-52.882260778834336,0.05295319627026812,0.01780655618367258,82.34909065323632,39,,0.38059177286421325,-28.421262844903882,0.08464885133132243,0.04334491751178003,86.24844313000001,-0.13006173257192816,-24.460997933930454,-0.031695655061054304,0.6255630813347371,-0.025538361328107453,0.4108107064417233,Truncated Newton,Truncated Newton,False,False,False,False
41,41,rho=1e+02,0.25053114966099044,-52.882052137406355,0.052952986581005224,0.01780662732077587,82.35014557668377,40,,0.38059177286421325,-28.421262844903882,0.08018285865378723,0.04334491751178003,86.24844313000001,-0.1300606232032228,-24.460789292502472,-0.027229872072782005,0.6604028276123843,-0.025538290191004162,0.41081234762845004,Truncated Newton,Truncated Newton,False,False,False,False
42,42,rho=1e+02,0.25053054528296165,-52.88216580412002,0.05295310046879408,0.017806212626404527,82.34972295734444,41,,0.40583086383880423,-23.67449113907314,0.05399386012321574,0.029801202823076897,91.034429714,-0.1553003185558426,-29.20767466504688,-0.001040759654421658,0.9807244814123938,-0.01199499019667237,0.5974997966396204,Truncated Newton,Truncated Newton,False,False,False,False
43,43,rho=1e+02,0.25052949962588095,-52.88236246316171,0.052953297829812,0.01780632059031001,82.34926415526762,42,,0.4376423915987732,-17.69162669905474,0.06079079725994746,0.02503827307436743,91.8959073,-0.18711289197289227,-35.190735764106975,-0.00783749943013546,0.8710742450601275,-0.007231952484057419,0.711164086174097,Truncated Newton,Truncated Newton,False,False,False,False
44,44,rho=1e+02,0.2505272193965618,-52.882791310937016,0.05295372820137048,0.017806037694295396,82.3481568589305,43,,0.48310730215658904,-9.140940334746695,0.05253963499834949,0.02199056815310546,95.34181764333334,-0.23258008276002723,-43.74185097619032,0.00041409320302099317,1.0078815393946685,-0.004184530458810065,0.8097124899331383,QHD-SB coarse-only,Truncated Newton,False,False,False,False
45,45,rho=1e+02,0.25053099239243765,-52.882081715251196,0.05295301540593621,0.01780571144072006,82.34935738883172,44,,0.47901450289746744,-9.910682150741646,0.050187616518009785,0.0249445154384218,94.56648781666668,-0.2284835105050298,-42.971399564509554,0.002765398887926422,1.055101219778669,-0.00713880399770174,0.7138126809749165,QHD-SB coarse-only,Truncated Newton,False,False,False,False
46,46,rho=1e+02,0.2505313372591516,-52.88201685540494,0.052952950174454026,0.017805639400180387,82.34953384520924,45,,0.5121716218876425,-3.674749389618226,0.03077437792040652,0.012315398209999995,96.65987834333335,-0.2616402846284909,-49.207267465786714,0.022178572254047506,1.7206830406583418,0.005490241190180392,1.4458029774240158,QHD-SB coarse-only,Truncated Newton,False,False,False,False
47,47,rho=1e+02,0.25052948052806784,-52.882366054929705,0.05295330067949478,0.0178054499535341,82.34921145963925,46,,0.5154880170960405,-3.051027601998202,0.047561796100076464,0.02201264150005655,97.28789550666667,-0.2649585365679727,-49.831338452931504,0.005391504579418317,1.113357884300119,-0.004207191546522451,0.8088738443084332,QHD-SB coarse-only,Truncated Newton,False,False,False,False
48,48,rho=1e+02,0.25052906015987425,-52.882445114506346,0.05295337995738691,0.017805126147589848,82.34920091870957,47,,0.5154880170960405,-3.051027601998202,0.04078177190862858,0.02200527700321464,93.51979254999999,-0.2649589569361663,-49.831417512508146,0.012171608048758331,1.2984570674375988,-0.004200150855624793,0.8091298348568294,QHD-SB coarse-only,Truncated Newton,False,False,False,False
49,49,rho=1e+02,0.2505289014192564,-52.88247496920573,0.05295340987132457,0.01780505377251286,82.34927068098257,48,,0.5184728790033538,-2.489658016155738,0.03255600110919761,0.012315398209999995,97.47630065333333,-0.26794397758409744,-50.392816953049994,0.020397408762126958,1.626532991374188,0.005489655562512866,1.445755424948851,QHD-SB coarse-only,Truncated Newton,False,False,False,False
50,50,rho=1e+02,0.2505289432649135,-52.88246709920037,0.05295340190525478,0.01780522122751281,82.3493867918828,49,,0.5157864987530251,-2.99489149608575,0.041710853177813784,0.019644999473983904,96.96760675666668,-0.2652575554881116,-49.88757560311462,0.011242548727440994,1.269535333634004,-0.0018397782464710938,0.906348775987114,QHD-SB coarse-only,Truncated Newton,False,False,False,False
51,51,rho=1e+02,0.25052897080697195,-52.88246191930446,0.05295339667893122,0.017805195039703514,82.34939787751395,50,,0.5856588766994015,10.146161285445586,0.03586860855122068,0.020429784240999282,101.03715795000002,-0.3351299058924296,-63.02862320475005,0.017084788127710533,1.4763158878414062,-0.0026245892012957683,0.8715312325213577,QHD-SB coarse-only,Truncated Newton,False,False,False,False
52,52,rho=1e+02,0.25052896869779273,-52.88246231598247,0.05295339707309794,0.017805197046604826,82.34939702815943,51,,0.5687232037882494,6.9610317942609745,0.026554186944530007,0.00882807975727228,100.57933344000001,-0.31819423509045663,-59.84349411024345,0.02639921012856793,1.9941637521688835,0.008977117289332546,2.0168822140440557,QHD-SB coarse-only,Truncated Newton,False,False,False,False
53,53,rho=1e+02,0.250529300186098,-52.88239997224316,0.05295333440107824,0.017805489907196437,82.34937013974584,52,,0.5796100506999778,9.008545190774697,0.02357931064492029,0.010087190858999978,100.16729138666668,-0.32908075051387986,-61.890945163017854,0.029374023756157948,2.2457541358396758,0.007718299048196459,1.76515842280411,QHD-SB coarse-only,Truncated Newton,False,False,False,False
54,54,rho=1e+02,0.2505299553616175,-52.88227675193299,0.05295321028501515,0.017806321060348296,82.34918110149486,53,,0.5698118283176328,7.165771819151434,0.02933080959805319,0.014486027883098829,100.53812924,-0.3192818729560153,-60.04804857108442,0.02362240068696196,1.8053784062111222,0.003320293177249467,1.2292065985268001,QHD-SB coarse-only,Truncated Newton,False,False,False,False
55,55,rho=1e+02,0.25052894753468374,-52.882466296175224,0.052953400188045674,0.017808397985148716,82.34875208045565,54,,0.5698118283176328,7.165771819151434,0.02963917936257812,0.014486027883098829,100.53812924,-0.31928288078294903,-60.048238115326654,0.023314220825467556,1.786601428476244,0.0033223701020498875,1.2293499728746327,QHD-SB coarse-only,Truncated Newton,False,False,False,False
56,56,rho=1e+02,0.2505251627575899,-52.88317810758079,0.052954113619171427,0.017811371075749205,82.34809087499136,55,,0.5698118283176328,7.165771819151434,0.029615198119184363,0.014486027883098829,100.53812924,-0.31928666556004287,-60.04894992673222,0.023338915499987064,1.7880722393299946,0.0033253431926503763,1.229555211372341,QHD-SB coarse-only,Truncated Newton,False,False,False,False
57,57,rho=1e+02,0.2505185397347645,-52.8844237141435,0.05295536232537881,0.01781504372249121,82.34714923193673,56,,0.5658928425908218,6.42871949891104,0.029413585685080946,0.014486027883098829,99.79645353333333,-0.31537430285605733,-59.313143213054545,0.023541776640297867,1.8003708521752464,0.0033290158393923797,1.2298087416548753,QHD-SB coarse-only,Truncated Newton,False,False,False,False
58,58,rho=1e+02,0.2505146632752371,-52.88515276846728,0.05295609278461714,0.017816459808561114,82.34662645402578,57,,0.5747108041280462,8.087133043604045,0.01622753711563451,0.008638268393375476,101.46522386666668,-0.3241961408528091,-60.97228581207132,0.03672855566898263,3.2633475066032234,0.009178191415185638,2.0625036173018447,QHD-SB coarse-only,Truncated Newton,False,False,False,False
59,59,rho=1e+02,0.25052048424814793,-52.88405800520732,0.05295499030274764,0.017817521202551923,82.34612915664356,58,,0.5858226846499358,10.176969009288307,0.0218373325159662,0.01137400961438384,103.56787449333335,-0.3353022004017879,-63.06102701449563,0.03111765778678144,2.424975223692271,0.006443511588168083,1.5665118816164412,QHD-SB coarse-only,Truncated Newton,False,False,False,False
60,60,rho=1e+02,0.2505212595726862,-52.88391218820525,0.052954843792395206,0.017816566326520455,82.34644303113461,59,,0.5921729559177751,11.371278582833376,0.021159197258402956,0.01137400961438384,101.16484520666666,-0.3416516963450889,-64.25519077103863,0.03179564653399225,2.5026868054441547,0.006442556712136616,1.5664279291613405,QHD-SB coarse-only,Truncated Newton,False,False,False,False
61,61,rho=1e+02,0.25052020078193804,-52.884111317324866,0.05295504297039204,0.017818083933176576,82.3469660461326,60,,0.5793141285201276,8.952890451392248,0.01970801014410064,0.009621690560105867,101.97586759333332,-0.3287939277381896,-61.837001768717116,0.0332470328262914,2.686980703947096,0.00819639337307071,1.8518662413708433,QHD-SB coarse-only,Truncated Newton,False,False,False,False
62,62,rho=1e+02,0.2505135214727684,-52.88536750978493,0.05295629962521477,0.017823041198282652,82.34525668211737,61,,0.572885414090733,7.743827898821021,0.016044408403927676,0.006205287296155604,100.75933401,-0.3223718926179646,-60.62919540860595,0.03691189122128709,3.300607806284154,0.011617753902127048,2.872234652104611,QHD-SB coarse-only,Truncated Newton,False,False,False,False
63,63,rho=1e+02,0.25051878581894405,-52.88437743254715,0.05295530356611377,0.01782076027274143,82.34712298661114,62,,0.5670999697052027,6.655746567265153,0.021360100189652828,0.009882211688489906,102.29216632000002,-0.31658118388625867,-59.5401239998123,0.03159520337646094,2.479169249953526,0.007938548584251526,1.803316993654141,QHD-SB coarse-only,Truncated Newton,False,False,False,False
64,64,rho=1e+02,0.25050939465655025,-52.88614364924571,0.05295707224163412,0.017836168101203587,82.34502410451624,63,,0.5670999697052027,6.655746567265153,0.02140136550126007,0.009904825361868763,102.29216632000002,-0.31659057504865246,-59.541890216510865,0.03155570674037406,2.4744716517511987,0.007931342739334823,1.8007554348074242,QHD-SB coarse-only,Truncated Newton,False,False,False,False
65,65,rho=1e+02,0.25050112298568183,-52.887699320695106,0.052958628937483224,0.01783834655489508,82.34226026927058,64,,0.5670999697052027,6.655746567265153,0.02137233099402409,0.009904825361868763,102.29216632000002,-0.3165988467195209,-59.54344588796026,0.03158629794345913,2.4779060811050964,0.007933521193026316,1.8009753734344978,QHD-SB coarse-only,Truncated Newton,False,False,False,False
66,66,rho=1e+02,0.25047944361699004,-52.89177660755185,0.05296270360924451,0.017844168236470337,82.34029774855365,65,,0.5670999697052027,6.655746567265153,0.021409966621195903,0.009887805244548131,102.29216632000002,-0.3166205260882127,-59.547523174817,0.031552736988048606,2.4737405969055244,0.007956362991922206,1.8046642096140728,QHD-SB coarse-only,Truncated Newton,False,False,False,False
67,67,rho=1e+02,0.250499314683208,-52.888039412144,0.05295892621503322,0.017816581293976064,82.34730278642336,66,,0.5670999697052027,6.655746567265153,0.021128015331194613,0.009900733431923103,102.29216632000002,-0.3166006550219947,-59.54378597940916,0.0318309108838386,2.506573636229884,0.00791584786205296,1.799521360360007,QHD-SB coarse-only,Truncated Newton,False,False,False,False
68,68,rho=1e+02,0.25044137294190805,-52.898936643683214,0.05296980755179489,0.017842549981795963,82.3423984172509,67,,0.570224062772435,7.243301665539081,0.01576357038525477,0.005650800408108447,100.51846036333332,-0.31978268983052693,-60.14223830922229,0.03720623716654012,3.3602671385502108,0.012191749573687516,3.1575261366855796,QHD-SB coarse-only,Truncated Newton,False,False,False,False
69,69,rho=1e+02,0.25042435426752185,-52.902137383445535,0.052972998258884275,0.017846349945407902,82.34091273108851,68,,0.5805343511593196,9.182380424084279,0.014412305869074068,0.0069728381466902245,102.46953691666668,-0.33010999689179776,-62.084517807529814,0.038560692389810206,3.675539413339385,0.010873511798717678,2.559409751089515,QHD-SB coarse-only,Truncated Newton,False,False,False,False
70,70,rho=1e+02,0.25040070433350586,-52.90658527888459,0.052977442697689926,0.017845581522723752,82.33927902109502,69,,0.5746292211000738,8.071789542950803,0.01518968574691161,0.008149183331050386,101.35210216333333,-0.3242285167665679,-60.978374821835395,0.037787756950778316,3.4877247350862,0.009696398191673367,2.189861339200422,QHD-SB coarse-only,Truncated Newton,False,False,False,False
71,71,rho=1e+02,0.2504248996365848,-52.9020348146787,0.05297286264812042,0.01783072906889327,82.34170378392457,70,,0.569567994093716,7.11991337693707,0.016416935837224506,0.006439205715696783,100.39430095,-0.3191430944571311,-60.02194819161577,0.036555926810895915,3.226720453399553,0.011391523353196487,2.7690882782992152,QHD-SB coarse-only,Truncated Newton,False,False,False,False
72,72,rho=1e+02,0.250396844243798,-52.907311254500186,0.05297814588555734,0.017838652680271766,82.34026355703803,71,,0.5628201409480672,5.8508296995925635,0.01448373202933997,0.005842535382616587,100.07503387666668,-0.3124232967042692,-58.75814095409275,0.038494413856217366,3.657768990632974,0.011996117297655179,3.0532382796255657,QHD-SB coarse-only,Truncated Newton,False,False,False,False
