method,start_name,iteration,rank,objective,objective_gap_pct,l2_h,max_abs_h,load_supplied_pct,bus_l2_to_reference,branch_l2_to_reference,combined_l2_to_reference,pg_l2_to_reference,qg_l2_to_reference,logged_l2_h,logged_max_abs_h,step_norm,feasible
QCE coarse-only,QCE beam,16,1,0.04882859819931414,-90.81669745549787,0.3041587830244828,0.13594601258599998,50.85509652733334,0.05177056029945227,0.9427858193247316,0.9442061703004936,0.27502279781643346,0.9263887851959821,0.304158783359934,0.135946012584001,0.340286516304563,False
QCE coarse-only,QCE beam,17,4,0.1465674941098273,-72.43472695845313,0.2635219059555103,0.14368410867152714,97.34555521,0.04846022444573499,0.9902733463939496,0.9914583672205315,0.21923424740043343,1.0502095767994415,0.263521906063526,0.14368410865665,0.41564342117013,False
QCE coarse-only,QCE beam,18,2,0.35217375140770213,-33.76590304297045,0.26129472945700793,0.09662455199505907,61.08299744233333,0.05258110480276735,1.080316063975756,1.081594919859718,0.10207829152443343,1.2876487550852822,0.261294729458004,0.0966245520295114,0.408302971462068,False
QCE coarse-only,QCE beam,19,8,0.31689284672648865,-40.401260879965974,0.19920727765638468,0.09534956891246749,99.57709722633332,0.06531373478619407,1.2749439150435589,1.276615788112586,0.12216216967443344,1.4109365380087189,0.199207277589449,0.0953495689020623,0.359361974029667,False
QCE coarse-only,QCE beam,20,1,0.3565848571441196,-32.93629662322524,0.34592867523728027,0.24973916848388655,86.77362490633334,0.03962809777045385,1.0763588380655609,1.0770880810847128,0.09956780675443344,1.2611954055224686,0.345928674603371,0.24973916794605,0.384640444598511,False
QCE coarse-only,QCE beam,21,10,0.6787486549720061,27.653761937596943,0.22605718793873064,0.1240775519002104,86.77362490666668,0.07312198927685502,1.3299580622401639,1.3319666935150505,0.08344653288556658,1.443500676192809,0.226057188060325,0.124077551953563,0.662157170407821,False
QCE coarse-only,QCE beam,22,6,0.6948876177006948,30.689052381263092,0.2045566798857759,0.1134353500155566,108.12529785666665,0.06933043551417459,1.3946221056205304,1.3963443439116394,0.09259724986556656,1.4595716129201053,0.204556679720584,0.113435349652903,0.227483444083053,False
QCE coarse-only,QCE beam,23,2,0.65131914438996,22.495033167740708,0.2167374872774218,0.12166449932906742,99.88965257333332,0.04967145710667853,1.244676235622687,1.2456669639895581,0.06789031401556656,1.4125967208910315,0.216737486862391,0.121664498902958,0.304828980230125,False
QCE coarse-only,QCE beam,24,9,0.6222853650345779,17.034586018665298,0.14891481245944843,0.07223355577010737,110.87051295333332,0.04967145711350741,1.1674507562299246,1.1685069626979558,0.051419023445566536,1.344585609948752,0.148914812101567,0.0722335553512821,0.259849944042884,False
QCE coarse-only,QCE beam,25,4,0.5308910258174797,-0.1541496574954393,0.13615262387665655,0.05962947040105537,93.57565786166666,0.061460359375516235,1.2044193444080058,1.2059864563745226,0.00046554184443342583,1.3254891664950075,0.136152623966466,0.0596294706457364,0.153264761314075,False
QCE coarse-only,QCE beam,26,5,0.5191471608389971,-2.3628443388164944,0.15108857357650868,0.08734186456516546,104.69377899366667,0.04746354233028501,1.0961434576388984,1.097170573600613,0.007136414524433421,1.2688958653115283,0.151088573324934,0.0873418642774653,0.219292919839498,False
QCE coarse-only,QCE beam,27,2,0.5896337134946068,10.89371763974416,0.12400466724761956,0.05720956769773605,104.69377899333332,0.0501010069069933,1.0370316301919613,1.038241163175344,0.03288882155556655,1.1557124747539653,0.124004667159015,0.057209567689117,0.228346612496412,False
QCE coarse-only,QCE beam,28,3,0.5156243050686948,-3.025395621310323,0.1320673995961972,0.07056741673011269,102.69251719133332,0.05325239805621653,1.0854349630933258,1.0867404828219787,0.009137676324433464,1.2066444183652438,0.132067399297003,0.0705674163134519,0.139033181908834,False
QCE coarse-only,QCE beam,29,7,0.494490114104947,-7.000149695985058,0.14372413747723092,0.0901713522304326,98.68999357999999,0.053252398052010146,1.087274348951881,1.088577662726471,0.021145247154433444,1.2066444183652438,0.143724137202466,0.0901713518487595,0.118346169715293,False
QCE coarse-only,QCE beam,30,5,0.45223687129714174,-14.946810597584214,0.11669394050715147,0.054144922503158055,90.68494636666665,0.053252398044679024,1.117150295559391,1.1184187948912268,0.04516038879443346,1.259639884745808,0.116693940156374,0.0541449221202086,0.142874956409806,False
QCE coarse-only,QCE beam,31,6,0.4617420910120858,-13.159142886174802,0.0904671978936428,0.032130184317157785,114.09970947066667,0.043877215838732074,1.0241553081757115,1.025094778707923,0.03975698192443344,1.1660212620553332,0.0904671977119611,0.0321301844409084,0.200936481895405,False
QCE coarse-only,QCE beam,32,5,0.45318734727135374,-14.76805247725399,0.11766844534881311,0.05723308079597034,83.300290307,0.055415362054635015,1.0853462571661776,1.0867600288455022,0.04462004811443343,1.2072720389331817,0.117668444983056,0.0572330804575494,0.113447946961568,False
QCE coarse-only,QCE beam,33,2,0.4360803430134043,-17.98540463406938,0.10710880327943774,0.04556313816353885,80.05824618700002,0.05541536205036183,1.105869055681975,1.1072566236722705,0.05434618047443343,1.2072720389331817,0.107108802993998,0.0455631378588095,0.0601842508555468,False
QCE coarse-only,QCE beam,34,1,0.48997861804941345,-7.848636745258464,0.06850226088062464,0.031691252075736864,99.02420430200002,0.04941545737381302,1.0502620392881976,1.051423910036892,0.02370886352443341,1.206902508783208,0.0685022604787931,0.0316912514201119,0.127841528461528,False
QCE coarse-only,QCE beam,35,10,0.42761360096593154,-19.577763551907246,0.09486371519888155,0.035269034397599375,87.20695347466668,0.049108353537787953,0.9989873170011196,1.0001936262125888,0.059160616004433425,1.1403527401865865,0.0948637150208105,0.0352690342675043,0.146010824488199,False
QCE coarse-only,QCE beam,36,8,0.3999099355107685,-24.788053235587093,0.08672789796899619,0.040803746681095696,97.711176432,0.04509973483864157,1.0025193610616305,1.0035332856392636,0.07491695043443344,1.1403527401865865,0.0867278979109816,0.040803746718414,0.0795616883574016,False
QCE coarse-only,QCE beam,37,1,0.4310771701162675,-18.92636243526028,0.05966599148621736,0.029407873730824,89.43910085499999,0.04241974980077705,0.9382216056730266,0.9391800767290758,0.05719107419443345,1.079877393723962,0.0596659912272639,0.0294078737856436,0.133055014302312,False
QCE coarse-only,QCE beam,38,4,0.3918082558645025,-26.311754059571435,0.08434375279188187,0.04334491751178003,88.37554828,0.04523919147748478,0.9259839633656376,0.9270883910695199,0.07952567825443344,1.0528038883098774,0.0843437526925078,0.0433449175982843,0.0721928001007093,False
QCE coarse-only,QCE beam,39,1,0.38059177286421325,-28.421262844903882,0.08464885133132243,0.04334491751178003,86.24844313000001,0.04523919147748478,0.9246083872972108,0.9257144561396271,0.08590699370443344,1.0528038883098774,0.0846488512710745,0.0433449175982843,0.0337908579134134,False
QCE coarse-only,QCE beam,40,3,0.38059177286421325,-28.421262844903882,0.08018285865378723,0.04334491751178003,86.24844313000001,0.04523919147748478,0.9108905031606845,0.9120132088922076,0.08590699370443344,1.0261724723689993,0.0801828585239381,0.0433449175982843,0.0649202806233033,False
QCE coarse-only,QCE beam,41,10,0.40583086383880423,-23.67449113907314,0.05399386012321574,0.029801202823076897,91.034429714,0.042099697166438445,0.896604243962737,0.897592087082711,0.07154903395443343,1.0018170817253593,0.0539938600814404,0.0298012028130078,0.0540416515731126,False
QCE coarse-only,QCE beam,42,9,0.4376423915987732,-17.69162669905474,0.06079079725994746,0.02503827307436743,91.8959073,0.04292426165131829,0.8821848921149312,0.8832285525922176,0.05345800466443343,0.9798976924475534,0.0607907974701527,0.0250382731474899,0.0621291266401514,False
QCE coarse-only,QCE beam,43,4,0.48310730215658904,-9.140940334746695,0.05253963499834949,0.02199056815310546,95.34181764333334,0.042924261648783595,0.8819667703175585,0.8830106886003579,0.02761367710443341,0.9798976924475534,0.0525396352176479,0.0219905682209768,0.0456765131989805,False
QCE coarse-only,QCE beam,44,9,0.47901450289746744,-9.910682150741646,0.050187616518009785,0.0249445154384218,94.56648781666668,0.0435508937763533,0.9027591408673847,0.9038090211810998,0.029939666584433422,1.0189574402836232,0.0501876168918799,0.0249445158254665,0.0653271449464436,False
QCE coarse-only,QCE beam,45,3,0.5121716218876425,-3.674749389618226,0.03077437792040652,0.012315398209999995,96.65987834333335,0.03969725847169546,0.8745568643682629,0.8754573555255657,0.011099151794433437,0.9834032109477755,0.0307743776197892,0.0123153982021729,0.0630920262524854,False
QCE coarse-only,QCE beam,46,4,0.5154880170960405,-3.051027601998202,0.047561796100076464,0.02201264150005655,97.28789550666667,0.04315889978138958,0.8983519524031408,0.8993880814291876,0.009215100314433455,0.9993894950454095,0.0475617956431525,0.0220126409699997,0.0425803970788181,False
QCE coarse-only,QCE beam,47,3,0.5154880170960405,-3.051027601998202,0.04078177190862858,0.02200527700321464,93.51979254999999,0.04315889979251127,0.9074342101116238,0.9084599805782347,0.009215100314433455,1.015615138350068,0.0407817715323083,0.0220052764731541,0.0345455108888252,False
QCE coarse-only,QCE beam,48,1,0.5184728790033538,-2.489658016155738,0.03255600110919761,0.012315398209999995,97.47630065333333,0.04003758153401905,0.8769935703091787,0.8779070168866026,0.007519453984433433,1.0012309094961676,0.0325560010746565,0.0123153982021729,0.0525819899984581,False
QCE coarse-only,QCE beam,49,1,0.5157864987530251,-2.99489149608575,0.041710853177813784,0.019644999473983904,96.96760675666668,0.04284238458012851,0.8979181724463784,0.898939661115225,0.009045535684433448,1.0141767106018442,0.0417108527661458,0.0196449989979354,0.0359177519850456,False
QCE coarse-only,QCE beam,50,1,0.5856588766994015,10.146161285445586,0.03586860855122068,0.020429784240999282,101.03715795000002,0.04190192601264719,0.8771920551433233,0.878192275649323,0.030632588465566546,0.9882851983022133,0.0358686079572602,0.0204297837698592,0.0795426808321738,False
QCE coarse-only,QCE beam,51,2,0.5687232037882494,6.9610317942609745,0.026554186944530007,0.00882807975727228,100.57933344000001,0.0405277761476308,0.8633536726492747,0.8643043819838375,0.021018273765566586,0.9766341380527828,0.0265541868440763,0.00882807975768556,0.039740169564915,False
QCE coarse-only,QCE beam,52,1,0.5796100506999778,9.008545190774697,0.02357931064492029,0.010087190858999978,100.16729138666668,0.038230903665795686,0.8379210233500642,0.8387927296818459,0.02719890464556657,0.945176675545087,0.0235793106321235,0.0100871908583401,0.0509958606499493,False
QCE coarse-only,QCE beam,53,1,0.5698118283176328,7.165771819151434,0.02933080959805319,0.014486027883098829,100.53812924,0.04029572152250895,0.8516040425986502,0.8525568547278142,0.02163633685556654,0.9546138508143184,0.0293308096986166,0.0144860280381717,0.0255602259746933,False
QCE coarse-only,QCE beam,54,1,0.5698118283176328,7.165771819151434,0.02963917936257812,0.014486027883098829,100.53812924,0.04029572152250895,0.8530843711882835,0.8540355317776472,0.02163633685556654,0.9546138508143184,0.029639179448193,0.0144860280381717,0.0137682261569963,False
QCE coarse-only,QCE beam,55,1,0.5698118283176328,7.165771819151434,0.029615198119184363,0.014486027883098829,100.53812924,0.04029572152250895,0.8530843711882835,0.8540355317776472,0.02163633685556654,0.9546138508143184,0.0296151982046812,0.0144860280381717,0.000445005423109879,False
QCE coarse-only,QCE beam,56,7,0.5658928425908218,6.42871949891104,0.029413585685080946,0.014486027883098829,99.79645353333333,0.04029572152250895,0.8530843711882835,0.8540355317776472,0.01941130973556654,0.9546138508143184,0.0294135857719005,0.0144860280381717,0.00222502711554956,False
QCE coarse-only,QCE beam,57,7,0.5747108041280462,8.087133043604045,0.01622753711563451,0.008638268393375476,101.46522386666668,0.038435363627484766,0.8358449360571785,0.8367281722934908,0.02441762074556658,0.9461203905513618,0.016227537073531,0.00863826836804399,0.0300455414425555,False
QCE coarse-only,QCE beam,58,5,0.5858226846499358,10.176969009288307,0.0218373325159662,0.01137400961438384,103.56787449333335,0.03679338643012662,0.8087687191047697,0.8096052089057768,0.030725572625566577,0.9231882805103534,0.0218373324912495,0.0113740096537187,0.0457544640359239,False
QCE coarse-only,QCE beam,59,5,0.5921729559177751,11.371278582833376,0.021159197258402956,0.01137400961438384,101.16484520666666,0.03679338643012662,0.8015022582751643,0.8023463237936501,0.03433011654556656,0.9079004055207798,0.0211591972863879,0.0113740096537187,0.0222564169441323,False
QCE coarse-only,QCE beam,60,1,0.5793141285201276,8.952890451392248,0.01970801014410064,0.009621690560105867,101.97586759333332,0.03676077561144951,0.7888307067173572,0.7896867977139801,0.027030915095566543,0.893989396561515,0.0197080102528195,0.00962169064001026,0.03228011726925,False
QCE coarse-only,QCE beam,61,7,0.572885414090733,7.743827898821021,0.016044408403927676,0.006205287296155604,100.75933401,0.0354146480695365,0.7672438573314091,0.76806076186111,0.023381314365566563,0.8754118232741461,0.0160444081432046,0.00620528742760509,0.0382632745677449,False
QCE coarse-only,QCE beam,62,1,0.5670999697052027,6.655746567265153,0.021360100189652828,0.009882211688489906,102.29216632000002,0.036625220993823836,0.7729659529356501,0.7738331675565244,0.02009667371556656,0.8753256786958995,0.0213600998121955,0.0098822112086423,0.014128995456782,False
QCE coarse-only,QCE beam,63,1,0.5670999697052027,6.655746567265153,0.02140136550126007,0.009904825361868763,102.29216632000002,0.036625220988931034,0.7729659529356501,0.7738331675562928,0.02009667371556656,0.8753256786958995,0.0214013651215368,0.0099048248820176,0.00196640050532615,False
QCE coarse-only,QCE beam,64,1,0.5670999697052027,6.655746567265153,0.02137233099402409,0.009904825361868763,102.29216632000002,0.036625220988931034,0.7729659529356501,0.7738331675562928,0.02009667371556656,0.8753256786958995,0.0213723306135154,0.0099048248820176,0.000262771252292127,False
QCE coarse-only,QCE beam,65,1,0.5670999697052027,6.655746567265153,0.021409966621195903,0.009887805244548131,102.29216632000002,0.036625220984212975,0.7729659529356501,0.7738331675560696,0.02009667371556656,0.8753256786958995,0.0214099662387951,0.00988780476469708,0.00284230587422421,False
QCE coarse-only,QCE beam,66,1,0.5670999697052027,6.655746567265153,0.021128015331194613,0.009900733431923103,102.29216632000002,0.03662522098735835,0.7729659529356501,0.7738331675562184,0.02009667371556656,0.8753256786958995,0.0211280149548587,0.00990073295207572,0.00264081884947651,False
QCE coarse-only,QCE beam,67,1,0.570224062772435,7.243301665539081,0.01576357038525477,0.005650800408108447,100.51846036333332,0.0355349160816601,0.760818206525834,0.7616476046322979,0.02187037966556654,0.8602764375567867,0.0157635706605077,0.00565080050972144,0.023002777328169,False
QCE coarse-only,QCE beam,68,3,0.5805343511593196,9.182380424084279,0.014412305869074068,0.0069728381466902245,102.46953691666668,0.034688426162738595,0.7470553524102176,0.7478602720257322,0.027723609315566555,0.8467321555851338,0.0144123056424329,0.00697283791808972,0.0265304554520863,False
QCE coarse-only,QCE beam,69,8,0.5746292211000738,8.071789542950803,0.01518968574691161,0.008149183331050386,101.35210216333333,0.03409310878814142,0.7383323317289958,0.7391190514005277,0.024371305065566562,0.8386674931864124,0.0151896857494332,0.00814918338207615,0.0204268934091071,False
QCE coarse-only,QCE beam,70,10,0.569567994093716,7.11991337693707,0.016416935837224506,0.006439205715696783,100.39430095,0.034093108772936004,0.73234377622182,0.7331369221616372,0.021497901415566567,0.8305415591363994,0.016416935712802,0.00643920578458795,0.0130591550676029,False
QCE coarse-only,QCE beam,71,1,0.5628201409480672,5.8508296995925635,0.01448373202933997,0.005842535382616587,100.07503387666668,0.034093108772936004,0.7343057325359846,0.7350967615906169,0.017666696555566574,0.8305415591363994,0.0144837319184843,0.00584253518367839,0.00558489280718595,False
QCE coarse-only,QCE beam,72,9,0.5666157451400688,6.564677381478745,0.010401217553690462,0.004228943855218492,101.65540588333333,0.03382471039271491,0.7224510194692464,0.7232424120343777,0.01982174929556657,0.8194720952943102,0.0104012175296649,0.00422894378754884,0.022261141896042,False
QCE coarse-only,QCE beam,73,8,0.5741315209650191,7.978185976901453,0.009660535674015942,0.005184514255452771,102.30192170333333,0.033109331507596235,0.7110968992293153,0.7118672825228217,0.024088753705566568,0.8063438629937966,0.00966053577545636,0.00518451448834784,0.0214183305122005,False
QCE coarse-only,QCE beam,74,7,0.5685971150814098,6.937318012070737,0.009760311911245522,0.004499680132531131,101.95280316,0.032763171407142376,0.703287002286435,0.704049737579451,0.02094668681556655,0.7974575591105213,0.00976031209827217,0.00449967986815186,0.0180711257958657,False
QCE coarse-only,QCE beam,75,6,0.567367294044263,6.706022847429494,0.011416242307118022,0.004969468168294244,101.02182038000001,0.03276317141124454,0.7003952889625515,0.7011611699187703,0.020248449735566554,0.7915333665355289,0.0114162427792577,0.00496946892439531,0.00837127750503595,False
QCE coarse-only,QCE beam,76,7,0.5685971150814098,6.937318012070737,0.01376334062311335,0.007080196970686181,101.25456607333332,0.03276317139835201,0.6972631610560495,0.6980324785896085,0.02094668681556655,0.7885363344804026,0.0137633413310046,0.00708019772312851,0.00781089846179958,False
QCE coarse-only,QCE beam,77,1,0.5612184447615791,5.549595152476239,0.010889534018842571,0.004820422628560472,99.85809190333333,0.03211625996786831,0.6849721473484501,0.6857246508602929,0.016757264305566566,0.7766874496766846,0.0108895338238326,0.0048204226763762,0.0207180015764519,False
QCE coarse-only,QCE beam,78,2,0.5584516017665504,5.029228866047775,0.008179618933914275,0.0039735201650181184,101.21965422000001,0.031532006550857555,0.6741381198340225,0.6748751529360628,0.015186230865566586,0.7633574762335356,0.00817961899029369,0.00397352021168773,0.0207526798506691,False
QCE coarse-only,QCE beam,79,7,0.5609417565817908,5.4975577940595155,0.009112650486518416,0.0039527471156611815,100.55982017666668,0.03100994179773466,0.664271758823096,0.6649951774714071,0.016600160965566546,0.753788620797247,0.00911265023629214,0.0039527467305645,0.0173794499984974,False
QCE coarse-only,QCE beam,80,1,0.5649261498102013,6.246911447903969,0.011100212775574662,0.005646259655501029,100.74834418666667,0.03100994180392622,0.661756313066684,0.6624824785413528,0.01886244911556656,0.7489900267318631,0.0111002124594155,0.00564625926803708,0.00730135760267971,False
QCE coarse-only,QCE beam,81,8,0.5559615169232512,4.560913097813879,0.007386444952365456,0.0031659135888330303,100.74834418666667,0.030209474839189503,0.6517573528552849,0.6524570938927616,0.01377230076556657,0.7393928558843742,0.00738644512382058,0.00316591341582451,0.0174884349466998,False
QCE coarse-only,QCE beam,82,9,0.5564097270346381,4.645208965566816,0.007606726802896799,0.004258844916181531,100.32416515999998,0.029987616530261177,0.6431883124804499,0.6438869950982198,0.014026808185566564,0.7307284140905026,0.00760672671138369,0.00425884477749985,0.0153869889298228,False
QCE coarse-only,QCE beam,83,2,0.5582025901334831,4.9823966970343525,0.009149508327278368,0.004266976163181058,100.66350838333331,0.029987616537090665,0.6395098473040902,0.6402125443510743,0.01504483785556654,0.7242292991557853,0.00914950796774406,0.00426697602450007,0.00879609449580579,False
QCE coarse-only,QCE beam,84,2,0.5582025901334831,4.9823966970343525,0.009149508327278368,0.004266976163181058,100.66350838333331,0.029987616537090665,0.6395098473040902,0.6402125443510743,0.01504483785556654,0.7242292991557853,0.00914950796774406,0.00426697602450007,0.0,False
QCE coarse-only,QCE beam,85,8,0.551927727975083,3.8022694816181257,0.009028053762242378,0.004385379865589192,100.49383677,0.029265630582455678,0.6298278786143244,0.6305074415208825,0.011481734005566568,0.7156399624139373,0.009028053467571,0.00438537963032586,0.0183539203175361,False
QCE coarse-only,QCE beam,86,6,0.5507176270958113,3.5746831307186033,0.008264559058105553,0.004946389955406361,99.34855339,0.029123709368933343,0.6218156448352267,0.6224972984754672,0.010794563975566551,0.7058773461023058,0.00826455925403437,0.0049463900125542,0.016135217901838,False
QCE coarse-only,QCE beam,87,5,0.5518067171487198,3.7795107076488588,0.009454587662301539,0.003957840617831332,99.55470439666668,0.02886764076178637,0.6152714470705771,0.6159482886277658,0.011413017005566573,0.6971314558144993,0.00945458772952003,0.00395784064008586,0.01288640043291,False
QCE coarse-only,QCE beam,88,7,0.5525327846211837,3.9160638243314505,0.011054784641722187,0.005197674091850679,99.69213840333333,0.028867640767328912,0.6134277008166822,0.614106574474425,0.01182531902556655,0.6936331022121656,0.0110547847175583,0.00519767411386207,0.00508888276903919,False
QCE coarse-only,QCE beam,89,7,0.5518067171487198,3.7795107076488588,0.008072417286095876,0.0043281911367740455,99.96700641333334,0.02815813777448006,0.6053407528370983,0.6059953034210014,0.011413017005566573,0.6866363994407843,0.00807241719125204,0.00432819104594145,0.0128860046888448,False
QCE coarse-only,QCE beam,90,1,0.5514799887254569,3.7180621698787775,0.008567454336567153,0.0035440368315153847,99.90516111666666,0.028156360010375935,0.5989511170934038,0.5996125593051485,0.011227481095566538,0.6771779708394348,0.00856745419303164,0.00354403659664454,0.0143073089194142,False
QCE coarse-only,QCE beam,91,1,0.5514799887254569,3.7180621698787775,0.00897235828664945,0.003558312773480621,99.5340893,0.028156359998328925,0.5989562456963118,0.5996176822500952,0.011227481095566538,0.6771779708394348,0.0089723581538394,0.00355831253861322,0.00216019970146946,False
QCE coarse-only,QCE beam,92,2,0.5508265355110165,3.595165777432907,0.00976137827743136,0.005992959986588747,99.41039869666668,0.027470805400093074,0.5868404431368145,0.5874830643093829,0.010856409285566582,0.6646136889984301,0.00976137816876117,0.00599295993098359,0.0199631809109917,False
QCE coarse-only,QCE beam,93,5,0.5508265355110165,3.595165777432907,0.01006471844894212,0.005992959986588747,99.41039869666668,0.027470805400093074,0.5860631429223266,0.5867066154743146,0.010856409285566582,0.6630225734796544,0.0100647183218859,0.00599295993098359,0.00299742431799697,False
QCE coarse-only,QCE beam,94,5,0.5495196435224263,3.3493757083586484,0.007721911203403881,0.0037412134784967632,100.64730474333331,0.02765434664807086,0.5876014845861702,0.5882518742651,0.010114265655566557,0.6645836924733756,0.00772191108492288,0.00374121342333039,0.00607878634962374,False
QCE coarse-only,QCE beam,95,1,0.5486375023282108,3.183469461360078,0.0072391739057110945,0.0031943460476036023,99.47842852333335,0.027323356609335027,0.5848091908084917,0.5854471414828872,0.009613318705566587,0.661761683978815,0.00723917423699286,0.00319434593671852,0.00736147753198445,False
QCE coarse-only,QCE beam,96,2,0.5489021437554374,3.2332411603572586,0.006865703484094255,0.002790436155219095,99.52852322333332,0.027046010462007806,0.5800650760690053,0.5806952549804862,0.009763602785566539,0.656674324489482,0.00686570394113153,0.00279043639876797,0.00911352483549577,False
QCE coarse-only,QCE beam,97,4,0.5481876136914373,3.098857909622277,0.006069764934769592,0.0031354841678490064,99.66377890000001,0.026962299181699578,0.5756129370795444,0.576244061930796,0.00935783575556659,0.6520717910542688,0.00606976493668733,0.00313548418170445,0.00775356050635536,False
QCE coarse-only,QCE beam,98,8,0.5492594109572327,3.300433193802932,0.006080142144984437,0.003492894600727242,99.6232021966667,0.026392327727947976,0.5654618651280316,0.5660774468895327,0.009966486305566569,0.6407102745567566,0.00608014257758772,0.00349289482372525,0.016945014810053,False
QCE coarse-only,QCE beam,99,1,0.5496881334764051,3.3810639869526815,0.00600696236155805,0.002769970278342193,100.19127603666666,0.026511414229738826,0.5653799906030731,0.5660012269057302,0.01020994651556656,0.6396680688146218,0.00600696273732249,0.0027699705080185,0.00276410471487387,False
QCE coarse-only,QCE beam,100,1,0.5483376645333816,3.127078303601394,0.005996432232027193,0.003170115565209075,99.71652861000001,0.025998174890338562,0.5558781140459547,0.5564857435486699,0.009443046835566571,0.6294425704850057,0.00599643246197632,0.00317011556758984,0.0160503878564246,False
QCE coarse-only,QCE beam,101,5,0.5479518200347526,3.05451167468489,0.0064511717493877865,0.003170115565209075,99.64349054333334,0.025998174890338562,0.5552841577549872,0.5558924364940524,0.00922393263556659,0.627583390213703,0.00645117200721674,0.00317011556758984,0.00240277474270331,False
QCE coarse-only,QCE beam,102,8,0.5479518200347526,3.05451167468489,0.00686269189100251,0.003181285009890622,99.64349054333334,0.025998174878030005,0.5545233672900776,0.5551324796548252,0.00922393263556659,0.627583390213703,0.00686269217778224,0.00318128531990736,0.00205664136775301,False
