label,method,source,start_name,plot_iteration,solver_iteration,stage,objective,l2_h,max_abs_h,load_supplied_pct
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,128,128,rho=1e+02,0.25056577786537976,0.05294621543844981,0.01780620175027675,82.35455743051932
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,129,129,rho=1e+02,0.2505722926794975,0.05294498368885446,0.01780788300308367,82.35427482541274
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,130,130,rho=1e+02,0.25057012214594,0.052945393570175976,0.0178072600048515,82.35398083340095
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,131,131,rho=1e+02,0.2505666352443233,0.052946051825778724,0.01780684550472081,82.3533962882458
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,132,132,rho=1e+02,0.2505707728766846,0.05294526874034628,0.017808576366293793,82.35254771598554
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,133,133,rho=1e+02,0.2505779496317564,0.05294390872456022,0.017807918521937527,82.35528559384895
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,134,134,rho=1e+02,0.25058408970132406,0.05294274619058276,0.017805755592493117,82.35396961740604
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,135,135,rho=1e+02,0.2505808302587921,0.05294336029446657,0.017805200933364962,82.35366010564664
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,136,136,rho=1e+02,0.25058757181278113,0.05294208502826291,0.017803363839932473,82.35401551933921
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,137,137,rho=1e+02,0.2506063425863379,0.052938536337054656,0.017801835131700805,82.353958508573
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,138,138,rho=1e+02,0.2506083600384296,0.052938154367519155,0.017805881349904434,82.35362188779273
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,139,139,rho=1e+02,0.25060827634090144,0.05293817017523607,0.01780591909980353,82.35360995778328
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,140,140,rho=1e+02,0.25059669903688864,0.05294035186449814,0.017801864861856725,82.35381860894391
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,141,141,rho=1e+02,0.250583032997177,0.05294293239183268,0.017804694021408163,82.35334795376026
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,142,142,rho=1e+02,0.250584514463824,0.052942652012843885,0.017804680772038922,82.3528796803485
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,143,143,rho=1e+02,0.2505771032455219,0.052944051495006354,0.017805041096672136,82.35142348427945
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,144,144,rho=1e+02,0.2505696488161997,0.05294545921127583,0.017807375280297688,82.35038284573348
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,145,145,rho=1e+02,0.25056053487094365,0.052947179948314806,0.017808194465929017,82.34994271822958
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,146,146,rho=1e+02,0.25054051253636755,0.05295096085459065,0.017810677957304788,82.34804266924812
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,147,147,rho=1e+02,0.2505330863695077,0.05295236310892219,0.017810652694987772,82.34810924290905
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,148,148,rho=1e+02,0.2505366309305779,0.05295169356577661,0.017808297965561548,82.34827564293654
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,149,149,rho=1e+02,0.2505417806616485,0.05295072090307872,0.017807274308677123,82.34906399564079
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,150,150,rho=1e+02,0.2505388007163007,0.052951283606149445,0.017807365784226092,82.34905313951177
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,151,151,rho=1e+02,0.2505376710051816,0.05295149693344001,0.017807389028857118,82.34936421267393
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,152,152,rho=1e+02,0.2505377584309273,0.052951480420982674,0.017807378647542615,82.34934084502041
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,153,153,rho=1e+02,0.2505356432785797,0.05295187984630865,0.017807212207642698,82.34899837573194
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,154,154,rho=1e+02,0.25053597178815773,0.052951817799720836,0.017807227722404256,82.3489747166443
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,155,155,rho=1e+02,0.25053637886195584,0.05295174092076161,0.01780720732150809,82.34916171354116
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,156,156,rho=1e+02,0.25053508347387593,0.05295198555134256,0.017807234697403418,82.34900640418613
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,157,157,rho=1e+02,0.25053416928372024,0.05295215819119566,0.017807173267832543,82.34906724640895
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,158,158,rho=1e+02,0.25053542708124354,0.052951920647509775,0.017807196527927727,82.34915562516332
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,159,159,rho=1e+02,0.25053543563239056,0.05295191903218104,0.017807208844835637,82.34913454304636
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,160,160,rho=1e+02,0.2505347053660746,0.0529520569378405,0.01780708758501226,82.34904817707816
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,161,161,rho=1e+02,0.25053112063123467,0.05295273388920859,0.01780697701409867,82.34871627660957
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,162,162,rho=1e+02,0.25053363061723505,0.05295225985904699,0.017806929780839253,82.34884648010807
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,163,163,rho=1e+02,0.2505324835960854,0.05295247643500568,0.017807223239726333,82.34901910585509
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,164,164,rho=1e+02,0.2505328308981643,0.05295241084677613,0.017807199069516055,82.34901552746412
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,165,165,rho=1e+02,0.25052982213686376,0.05295297900556839,0.017807481026813232,82.34865120518631
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,166,166,rho=1e+02,0.2505261319904901,0.05295367581218488,0.01780814280469073,82.34814207146414
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,167,167,rho=1e+02,0.25052942250420573,0.05295305429309088,0.017808593670177564,82.3480346767168
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,168,168,rho=1e+02,0.25052632419204623,0.05295363935224272,0.01780934072849677,82.3476623874285
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,169,169,rho=1e+02,0.2505269113714939,0.05295352845074166,0.017809292013658162,82.34802137076377
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,170,170,rho=1e+02,0.25052814059152534,0.05295329629861905,0.017808833895243736,82.34814723840226
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,171,171,rho=1e+02,0.25052741218573477,0.052953433848499654,0.017808945121847886,82.34786723691684
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,172,172,rho=1e+02,0.2505247889763017,0.052953929204362656,0.017809560530845203,82.34773243292906
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,173,173,rho=1e+02,0.2505264277387562,0.052953619726648,0.017809311342637024,82.34798675629034
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,174,174,rho=1e+02,0.2505259667735804,0.052953706773525615,0.017809413943172647,82.34780656601234
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,175,175,rho=1e+02,0.2505254499803611,0.05295380436108941,0.017809409207906246,82.3477474050228
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,176,176,rho=1e+02,0.2505256555616893,0.05295376553674191,0.017809343375025766,82.34768974675063
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,177,177,rho=1e+02,0.25052681662020243,0.05295354627024233,0.017809108854534406,82.3479394863133
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,178,178,rho=1e+02,0.2505259874372519,0.05295370284661518,0.017809254906853755,82.3480229453549
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,179,179,rho=1e+02,0.25052282419412375,0.05295430016386722,0.01780903387696453,82.3475089715419
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,180,180,rho=1e+02,0.25052181691477476,0.05295449030935178,0.01780755814718099,82.34796285117295
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,181,181,rho=1e+02,0.25052128943404733,0.052954589909939405,0.01780738271348631,82.34803364571967
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,182,182,rho=1e+02,0.25052195547270184,0.052954464108590345,0.017807180695877,82.34847390908368
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,183,183,rho=1e+02,0.2505221333343525,0.05295443052039488,0.01780723575653481,82.3484457275997
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,184,184,rho=1e+02,0.2505220521062156,0.05295444584207583,0.017806841915740612,82.34881124979282
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,185,185,rho=1e+02,0.25052206856606235,0.05295444273000085,0.01780677760770838,82.34887545793842
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,186,186,rho=1e+02,0.2505218404102559,0.05295448579926658,0.017806567647765614,82.34891659522944
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,187,187,rho=1e+02,0.25052173634757074,0.05295450544704496,0.017806432881432133,82.34896307351961
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,188,188,rho=1e+02,0.2505216412334793,0.05295452340269343,0.017806311903008076,82.3488811372398
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,189,189,rho=1e+02,0.25052220759515625,0.05295441643525712,0.01780644725471292,82.34885890665436
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,190,190,rho=1e+02,0.2505221903250614,0.05295441969594599,0.017806468027965205,82.34881919121312
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,191,191,rho=1e+02,0.2505223153691366,0.052954396076816984,0.017806720350530353,82.34901175827392
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,192,192,rho=1e+02,0.25052231477351644,0.052954396189218614,0.01780671681497395,82.34902697738609
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,193,193,rho=1e+04,0.3265299855562889,0.045664374149083295,0.017818971082801602,94.08520672682933
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,194,194,rho=1e+04,0.48411301176640403,0.024355055462497957,0.012662646162817509,97.443081040576
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,195,195,rho=1e+04,0.5451408848252194,0.0037558944514663488,0.0016299488317154387,99.35302482527304
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,196,196,rho=1e+04,0.5463387120513548,0.0012670367486835084,0.0005597822906650562,99.85677635059459
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,197,197,rho=1e+04,0.5467543143799843,0.0006505747665694281,0.0002386961640786639,99.79751654432484
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,198,198,rho=1e+04,0.5467866715004753,0.0006156486993837863,0.00020455797802465536,99.81293131039921
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,199,199,rho=1e+04,0.5467786502105303,0.0006046247137981455,0.00020446748386049318,99.82489483313324
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,200,200,rho=1e+04,0.546666219373525,0.0006032893483808113,0.00021124276999626157,99.8048368277592
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,201,201,rho=1e+04,0.5467259126131103,0.0005754870509074664,0.00019975937463308918,99.81475607496915
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,202,202,rho=1e+04,0.5426386523032376,0.0007918416885322873,0.00030642338900876975,99.88577493984509
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,203,203,rho=1e+04,0.5371353025471084,0.0009665835711307957,0.00033722383195034997,99.79866337431909
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,204,204,rho=1e+04,0.5308122245099088,0.0011451578065327084,0.0004903759724498302,99.71811270900487
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,205,205,rho=1e+04,0.5273512867117879,0.001138711344006279,0.0006587223746027382,99.75672591953165
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,206,206,rho=1e+04,0.5277014807555556,0.0010495561299881592,0.000667682738601294,99.75804143214162
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,207,207,rho=1e+04,0.5280186921260884,0.0009847719349066386,0.0006723381007082141,99.76310196031118
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,208,208,rho=1e+04,0.5287839014202224,0.0008698898844272518,0.0006556693862349583,99.81463384495127
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,209,209,rho=1e+04,0.5292878013276909,0.0006426583719455801,0.00036629733612913995,99.83531444540398
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,210,210,rho=1e+04,0.529339906028887,0.0006221060180879865,0.00027919721498792516,99.83099952627853
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,211,211,rho=1e+04,0.5289188317628594,0.0006761451010767466,0.0002824582845398771,99.81195731601534
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,212,212,rho=1e+04,0.5287012807573144,0.0006182175577171352,0.0002036881607432317,99.81142592009802
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,213,213,rho=1e+04,0.5286438758387285,0.0006259456299537668,0.00020592159922705466,99.81159309534678
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,214,214,rho=1e+04,0.5290863780737847,0.0005440125548029681,0.0001819750346043758,99.83267020318958
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,215,215,rho=1e+04,0.5290395860723779,0.0005450913042278954,0.0001862378969821746,99.8322856070345
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,216,216,rho=1e+04,0.5288559920167436,0.0005395991292662819,0.00019469272347216737,99.82528965314671
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,217,217,rho=1e+04,0.5288085298320823,0.0005452686423314969,0.00018974688405765106,99.81914107799719
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,218,218,rho=1e+04,0.5288178431901471,0.0005434392500110272,0.0001885155552214246,99.81926711841155
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,219,219,rho=1e+04,0.5288182706338993,0.0005433602964303883,0.00018840276857021165,99.81927373149676
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,220,220,rho=1e+04,0.5288173160482795,0.0005434876005138165,0.00018611017066705315,99.8193093974084
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,221,221,rho=1e+04,0.5288241840484378,0.0005421817534338924,0.0001837539233538743,99.81963652277001
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,222,222,rho=1e+04,0.5288267048655332,0.0005416922951967741,0.00018411240461754796,99.8196556957965
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,223,223,rho=1e+04,0.5288345297864394,0.0005402254166774206,0.0001827683192299201,99.82006696986487
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,224,224,rho=1e+04,0.5288426083094021,0.0005387162875204037,0.0001832817558402311,99.82110718448236
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,225,225,rho=1e+04,0.5288488543437299,0.0005375299480509147,0.00018228242833501218,99.82147191141993
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,226,226,rho=1e+04,0.5288488805979887,0.000537515909799427,0.00018148287363434212,99.82058730208504
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,227,227,rho=1e+04,0.5288524630471203,0.0005368418126137023,0.0001816201651388405,99.82114364770011
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,228,228,rho=1e+04,0.5288803353494533,0.0005315941182484344,0.00017897160085561525,99.82258680807153
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,229,229,rho=1e+04,0.5288774100639405,0.0005321429406103484,0.0001793252595571615,99.82243934637512
Truncated Newton,Truncated Newton (TNC penalty),TNC rerun from the exact same initial center used by QHD-SB,qhdsb_initial_center,230,230,rho=1e+04,0.5288786922114542,0.0005318992101169087,0.000179242439064059,99.8228479268865
QHD-SB coarse-only,QCE coarse-only,Common QHD-SB initial center before the first beam-search update,QCE beam,0,0,initial,0.5629781250000001,0.46222498069440227,0.3,100.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,1,0,,0.0,0.8431942016919624,0.32929871989395576,80.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,2,1,,0.0,1.3679708137890614,0.6420207480539549,80.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,3,2,,0.0,2.0034955432623254,0.7671458234211125,0.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,4,3,,0.0,1.7026166486885406,0.7270001596315895,80.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,5,4,,0.0,1.2934717799927946,0.8549966289744467,152.0
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,6,5,,0.0,1.152719651430395,0.5049325637406049,-107.19999999999999
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,7,6,,0.0,1.1309473819051954,0.5654936075936413,184.4
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,8,7,,0.0,0.9374833723072421,0.4669403493816688,26.935999999999996
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,9,8,,0.0,0.5248184139347776,0.22288467051608246,26.936
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,10,9,,0.0,0.5975132138794325,0.22517352,111.96656
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,11,10,,0.0,0.6341535380287128,0.34609530609166184,26.936
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,12,11,,0.0,0.5684335283556723,0.23718727011546725,69.45128
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,13,12,,0.0,0.4277715647646672,0.23389777807176929,69.45128
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,14,13,,0.060286163226115144,0.6025967899609246,0.3198587351979829,115.36778240000002
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,15,14,,0.0,0.35093395643360625,0.22153470423692867,69.45128000000001
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,16,15,,0.05425567905915326,0.26480126898377415,0.10064536777489337,79.78249304
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,17,16,,0.04882859819931414,0.3041587830244828,0.13594601258599998,50.85509652733334
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,18,17,,0.1465674941098273,0.2635219059555103,0.14368410867152714,97.34555521
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,19,18,,0.35217375140770213,0.26129472945700793,0.09662455199505907,61.08299744233333
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,20,19,,0.31689284672648865,0.19920727765638468,0.09534956891246749,99.57709722633332
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,21,20,,0.3565848571441196,0.34592867523728027,0.24973916848388655,86.77362490633334
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,22,21,,0.6787486549720061,0.22605718793873064,0.1240775519002104,86.77362490666668
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,23,22,,0.6948876177006948,0.2045566798857759,0.1134353500155566,108.12529785666665
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,24,23,,0.65131914438996,0.2167374872774218,0.12166449932906742,99.88965257333332
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,25,24,,0.6222853650345779,0.14891481245944843,0.07223355577010737,110.87051295333332
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,26,25,,0.5308910258174797,0.13615262387665655,0.05962947040105537,93.57565786166666
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,27,26,,0.5191471608389971,0.15108857357650868,0.08734186456516546,104.69377899366667
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,28,27,,0.5896337134946068,0.12400466724761956,0.05720956769773605,104.69377899333332
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,29,28,,0.5156243050686948,0.1320673995961972,0.07056741673011269,102.69251719133332
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,30,29,,0.494490114104947,0.14372413747723092,0.0901713522304326,98.68999357999999
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,31,30,,0.45223687129714174,0.11669394050715147,0.054144922503158055,90.68494636666665
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,32,31,,0.4617420910120858,0.0904671978936428,0.032130184317157785,114.09970947066667
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,33,32,,0.45318734727135374,0.11766844534881311,0.05723308079597034,83.300290307
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,34,33,,0.4360803430134043,0.10710880327943774,0.04556313816353885,80.05824618700002
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,35,34,,0.48997861804941345,0.06850226088062464,0.031691252075736864,99.02420430200002
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,36,35,,0.42761360096593154,0.09486371519888155,0.035269034397599375,87.20695347466668
QHD-SB coarse-only,QCE coarse-only,QHD-SB/QCE beam search trajectory,QCE beam,37,36,,0.3999099355107685,0.08672789796899619,0.040803746681095696,97.711176432
