experiment,bus,stage,log_name,source_log,log_created_at,log_datetime,solver_used,N,beam_refine,refine,refine_method,alpha_mode,alpha,rho,rho_max,bound_shrink_factor,bound_min_factor,bound_start_iter,run_duration_minutes,reference_objective,reference_source,record_count,distinct_iteration_count,first_iteration,last_iteration,first_objective,first_l2_norm_h,best_l2_iteration,best_l2_objective,best_l2_objective_gap,best_l2_objective_gap_pct,best_l2_norm_h,best_l2_max_abs_h,best_l2_load_supplied_pct,best_max_h_iteration,best_max_h_objective,best_max_abs_h,best_max_h_l2_norm_h,best_objective_iteration,best_objective,best_objective_l2_norm_h,best_objective_gap_pct,final_iteration,final_objective,final_objective_gap,final_objective_gap_pct,final_l2_norm_h,final_max_abs_h,final_load_supplied_pct,first_l2_le_1e_2_iter,first_l2_le_1e_3_iter,first_l2_le_1e_4_iter,first_l2_le_1e_5_iter,file_size_bytes,file_mtime
before-multi-beam,3,post_refine_or_final,Buses-3_07-02-2026_15-33-59.txt,logs\before-multi-beam\Buses-3_07-02-2026_15-33-59.txt,2026-07-02 15:33:59,2026-07-02 15:33:59,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,1380.1833333333334,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,341,341,0,340,0.29877598837450337,0.04457776420931482,307,0.531639885897966,-7.077007503408783e-05,-0.013309884659840537,1.3472046312223461e-05,4.5943399999970325e-06,99.99547800666667,307,0.531639885897966,4.5943399999970325e-06,1.3472046312223461e-05,0,0.29877598837450337,0.04457776420931482,-43.808538531589065,340,0.5316193228765563,-9.133309644371312e-05,-0.01717721761219526,1.7518210231781162e-05,6.222123652754874e-06,99.99415613666666,38,82,127,,33025883,2026-07-03 14:34:10
coarse only,3,coarse_pre_refine,Buses-3_07-06-2026_11-02-23.txt,logs\coarse only\Buses-3_07-06-2026_11-02-23.txt,2026-07-06 11:02:23,2026-07-06 11:02:23,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,1380.0166666666667,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,341,341,0,340,1.441944,0.75410733074861,210,0.5316868520289579,-2.380394404211117e-05,-0.004476860445565326,0.0004587794922740823,0.00022872950000002445,100.08548091666667,181,0.5317146110165749,0.00022082726000000052,0.0005437856901558898,5,0.2999133902757295,0.07946442808483571,-43.594624838408556,340,0.5315478872883809,-0.00016276868461917449,-0.03061226680163427,0.0004912082452350389,0.00022892720000000644,100.05940782,39,100,,,33062487,2026-07-07 10:02:24
coarse only,3,post_refine_or_final,Buses-3_07-06-2026_11-02-23.txt,logs\coarse only\Buses-3_07-06-2026_11-02-23.txt,2026-07-06 11:02:23,2026-07-06 11:02:23,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,1380.0166666666667,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,341,341,0,340,0.29877598837450337,0.04457776420931482,307,0.531639885897966,-7.077007503408783e-05,-0.013309884659840537,1.3472046312223461e-05,4.5943399999970325e-06,99.99547800666667,307,0.531639885897966,4.5943399999970325e-06,1.3472046312223461e-05,0,0.29877598837450337,0.04457776420931482,-43.808538531589065,340,0.5316182673614815,-9.238861151850131e-05,-0.01737573066867269,1.7997473600306888e-05,6.7995899999950815e-06,99.99375382666669,38,82,127,,33062487,2026-07-07 10:02:24
multi_beam,3,coarse_pre_refine,Buses-3_07-03-2026_17-31-49.txt,logs\multi_beam\Buses-3_07-03-2026_17-31-49.txt,2026-07-03 17:31:49,2026-07-03 17:31:49,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,829.35,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,232,232,0,231,1.441944,0.75410733074861,228,0.5317950875800074,8.443160700732921e-05,0.015879239217582393,0.00047576266792134976,0.0002262388000000004,100.1095328,219,0.5317284942989413,0.00022198485999996853,0.00047732910682218914,6,0.35966878662646423,0.04468915231842576,-32.356295179322494,231,0.5314074473159109,-0.0003032086570891046,-0.057025123285191666,0.000535881930446546,0.00023425994644354908,100.03268744333334,39,97,,,22619942,2026-07-04 07:21:10
multi_beam,3,post_refine_or_final,Buses-3_07-03-2026_17-31-49.txt,logs\multi_beam\Buses-3_07-03-2026_17-31-49.txt,2026-07-03 17:31:49,2026-07-03 17:31:49,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,829.35,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,232,232,0,231,0.29877598837450337,0.04457776420931482,231,0.5317163573402847,5.701367284616232e-06,0.0010722687650829674,2.384519822861639e-06,8.217296952606201e-07,100.0002474566667,231,0.5317163573402847,8.217296952606201e-07,2.384519822861639e-06,0,0.29877598837450337,0.04457776420931482,-43.808538531589065,231,0.5317163573402847,5.701367284616232e-06,0.0010722687650829674,2.384519822861639e-06,8.217296952606201e-07,100.0002474566667,38,82,119,231,22619942,2026-07-04 07:21:10
single_beam,3,coarse_pre_refine,Buses-3_07-07-2026_21-37-55.txt,logs\single_beam\Buses-3_07-07-2026_21-37-55.txt,2026-07-07 21:37:55,2026-07-07 21:37:55,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,133.53333333333333,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,326,326,0,325,0.620328,4.625489464400081,210,0.5316918332992737,-1.88226737263264e-05,-0.003540021911331076,0.00045971975114749374,0.00022887326000003982,100.08664449,185,0.5313593649397217,0.00022474291000001978,0.0005340984371871057,8,0.36713838335654797,0.0319372264807217,-30.951471588489092,325,0.5317259956519765,1.5339678976489246e-05,0.0028849673791883127,0.0004618946178974445,0.00023111146000004412,100.08797010333333,39,93,,,2222009,2026-07-07 23:51:27
single_beam,3,post_refine_or_final,Buses-3_07-07-2026_21-37-55.txt,logs\single_beam\Buses-3_07-07-2026_21-37-55.txt,2026-07-07 21:37:55,2026-07-07 21:37:55,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,128,512,0.5,0.0009765625,2,133.53333333333333,0.531710655973,logs/QCE_result/Buses-3_06-22-2026_05-08-43_vs_44_QCE_analysis.md,326,326,0,325,0.29888053098936607,0.04458422064362916,225,0.5316863232850796,-2.4332687920458618e-05,-0.004576302477130385,5.539121975804549e-06,2.872387192626169e-06,99.99860114666666,264,0.531683304522392,2.5625687915531437e-06,5.9746033707834475e-06,0,0.29888053098936607,0.04458422064362916,-43.7888769706088,325,0.531598665914312,-0.00011199005868800516,-0.021062218225261962,2.1156057271935646e-05,7.473755238796009e-06,99.99330201333335,38,82,118,224,2222009,2026-07-07 23:51:27
before-multi-beam,5,coarse_pre_refine,Buses-5_06-13-2026_13-00-48.txt,logs\before-multi-beam\Buses-5_06-13-2026_13-00-48.txt,2026-06-13 13:00:48,2026-06-13 13:00:48,QHD with simbi solver,,,,,,,,,,,,nan,9.19504654127,5bus-answer.txt / SLSQP cross-check,270,270,0,269,11.2883976,25.814224455914875,265,9.200110562518933,0.005064021248932349,0.05507336179543597,0.03532810083015564,0.015435960163988405,100.10163829787234,251,9.200110562518933,0.015419191352106454,0.03569806731957756,42,7.357435423717934,2.4672444630678303,-19.984794087820458,269,9.200110562518933,0.005064021248932349,0.05507336179543597,0.03545493814831014,0.015435960163988405,100.10163829787234,,,,,885452,2026-06-13 18:13:00
before-multi-beam,5,coarse_pre_refine,Buses-5_07-01-2026_22-11-17.txt,logs\before-multi-beam\Buses-5_07-01-2026_22-11-17.txt,2026-07-01 22:11:17,2026-07-01 22:11:17,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.7333333333333,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.9263736,29.813281345888488,105,9.197837941331517,0.002791400061516569,0.03035765016509668,0.007496735758983525,0.003117224992925216,100.03229564487235,67,9.18892378945032,0.003091208313693805,0.007981682893598954,2,7.7573084,20.463266246884256,-15.636007222117042,122,9.199825068993741,0.004778527723740211,0.05196849958608487,0.007607585259707105,0.0032180159256628427,100.0447540344468,38,,,,19292370,2026-07-02 21:12:01
before-multi-beam,5,post_refine_or_final,Buses-5_06-13-2026_13-00-48.txt,logs\before-multi-beam\Buses-5_06-13-2026_13-00-48.txt,2026-06-13 13:00:48,2026-06-13 13:00:48,QHD with simbi solver,,,,,,,,,,,,nan,9.19504654127,5bus-answer.txt / SLSQP cross-check,270,270,0,269,7.4350923724751,0.26056870956078954,169,9.195116834768342,7.029349834120069e-05,0.0007644713708158338,0.0001390584892603731,5.624522785595276e-05,99.99978723404257,169,9.195116834768342,5.624522785595276e-05,0.0001390584892603731,0,7.4350923724751,0.26056870956078954,-19.14024209552092,269,9.198772053776603,0.0037255125066018024,0.04051651603807154,0.0005377295566998721,0.00022633510017668057,100.01155319148937,34,146,,,885452,2026-06-13 18:13:00
before-multi-beam,5,post_refine_or_final,Buses-5_07-01-2026_22-11-17.txt,logs\before-multi-beam\Buses-5_07-01-2026_22-11-17.txt,2026-07-01 22:11:17,2026-07-01 22:11:17,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.7333333333333,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.434923172427288,0.26059603686405647,117,9.194985080888502,-6.146038149879018e-05,-0.0006684075085747353,3.235035253903211e-05,1.3069189999992403e-05,99.99961108731915,117,9.194985080888502,1.3069189999992403e-05,3.235035253903211e-05,0,7.434923172427288,0.26059603686405647,-19.142082217232673,122,9.194881711438256,-0.00016482983174448407,-0.0017925937732308434,6.266289086522645e-05,2.4785699999974042e-05,99.99921309695745,32,64,89,,19292370,2026-07-02 21:12:01
coarse only,5,coarse_pre_refine,Buses-5_07-06-2026_11-02-26.txt,logs\coarse only\Buses-5_07-06-2026_11-02-26.txt,2026-07-06 11:02:26,2026-07-06 11:02:26,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.2333333333333,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.9263736,29.813281345888488,105,9.197837941331517,0.002791400061516569,0.03035765016509668,0.007496735758983525,0.003117224992925216,100.03229564487235,67,9.18892378945032,0.003091208313693805,0.007981682893598954,2,7.7573084,20.463266246884256,-15.636007222117042,122,9.199825068993741,0.004778527723740211,0.05196849958608487,0.007784341919417752,0.0032426433887139394,100.0381050982766,38,,,,19268258,2026-07-07 10:02:40
coarse only,5,post_refine_or_final,Buses-5_07-06-2026_11-02-26.txt,logs\coarse only\Buses-5_07-06-2026_11-02-26.txt,2026-07-06 11:02:26,2026-07-06 11:02:26,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.2333333333333,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.434923172427288,0.26059603686405647,117,9.194985080888502,-6.146038149879018e-05,-0.0006684075085747353,3.235035253903211e-05,1.3069189999992403e-05,99.99961108731915,117,9.194985080888502,1.3069189999992403e-05,3.235035253903211e-05,0,7.434923172427288,0.26059603686405647,-19.142082217232673,122,9.194684650030652,-0.0003618912393488216,-0.0039357194955408886,7.781561870103997e-05,3.413975403475378e-05,99.99885584785105,32,64,89,,19268258,2026-07-07 10:02:40
multi_beam,5,coarse_pre_refine,Buses-5_07-03-2026_17-29-25.txt,logs\multi_beam\Buses-5_07-03-2026_17-29-25.txt,2026-07-03 17:29:25,2026-07-03 17:29:25,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.6,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.9263736,29.813281345888488,103,9.198007559656268,0.002961018386267611,0.03220232081455719,0.007404463836115919,0.0031049271400229728,100.02563816365955,75,9.193284486208611,0.0030907692888743066,0.007451906406279337,5,7.903740677166921,1.1837896244174797,-14.043494595784043,122,9.198667168371685,0.003620627101684093,0.039375843128511445,0.0075228040368902314,0.003160623590780509,100.0345422318085,39,,,,19378737,2026-07-04 16:30:01
multi_beam,5,post_refine_or_final,Buses-5_07-03-2026_17-29-25.txt,logs\multi_beam\Buses-5_07-03-2026_17-29-25.txt,2026-07-03 17:29:25,2026-07-03 17:29:25,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1380.6,9.19504654127,5bus-answer.txt / SLSQP cross-check,123,123,0,122,7.434923172427288,0.26059603686405647,122,9.193908349727906,-0.0011381915420951572,-0.012378311920299997,0.00014958998118820557,5.6241659999844984e-05,99.99634838461704,114,9.193727027962519,5.40832700000049e-05,0.00016829186510819726,0,7.434923172427288,0.26059603686405647,-19.142082217232673,122,9.193908349727906,-0.0011381915420951572,-0.012378311920299997,0.00014958998118820557,5.6241659999844984e-05,99.99634838461704,32,73,,,19378737,2026-07-04 16:30:01
single_beam,5,coarse_pre_refine,Buses-5_07-07-2026_21-37-59.txt,logs\single_beam\Buses-5_07-07-2026_21-37-59.txt,2026-07-07 21:37:59,2026-07-07 21:37:59,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,410.8,9.19504654127,5bus-answer.txt / SLSQP cross-check,359,359,0,358,11.2883976,25.81424022724798,188,9.188776066768787,-0.006270474501214096,-0.06819404853548497,0.007365973841695855,0.0031148269838152665,99.98085037995746,65,9.188278011594177,0.0030897901681357087,0.007539726115327344,4,7.113557859952207,2.5690806446378684,-22.637065206526977,358,9.199810618926357,0.004764077656355781,0.05181134902333812,0.007377474163931927,0.0031224185221058187,100.01816775434041,38,,,,3590099,2026-07-08 04:28:47
single_beam,5,post_refine_or_final,Buses-5_07-07-2026_21-37-59.txt,logs\single_beam\Buses-5_07-07-2026_21-37-59.txt,2026-07-07 21:37:59,2026-07-07 21:37:59,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,410.8,9.19504654127,5bus-answer.txt / SLSQP cross-check,359,359,0,358,7.435093875606714,0.2605685313070672,258,9.194971573534737,-7.49677352640532e-05,-0.0008153056640613677,1.531206587137995e-05,6.830705000071546e-06,99.99969406042554,296,9.194992450073183,5.854282153716639e-06,1.5363741763960718e-05,0,7.435093875606714,0.2605685313070672,-19.14022574833216,358,9.19505093940748,4.398137479100228e-06,4.783159562444984e-05,3.271899651736687e-05,1.039583199136107e-05,99.9999263382553,32,70,116,,3590099,2026-07-08 04:28:47
before-multi-beam,9,coarse_pre_refine,Buses-9_06-13-2026_13-00-52.txt,logs\before-multi-beam\Buses-9_06-13-2026_13-00-52.txt,2026-06-13 13:00:52,2026-06-13 13:00:52,QHD with simbi solver,,,,,,,,,,,,nan,4.09813222,9bus-answer.txt,176,176,0,175,3.12288696,6.89109269756601,169,4.47870820280237,0.3805759828023696,9.286571598277266,0.8013439166427133,0.29996900000000004,98.23212698412698,163,4.88782842080237,0.2618018464163825,0.8993931890018183,147,2.459168,2.8647976825447605,-39.992956108185304,175,4.50757115060237,0.40943893060237,9.990866780827535,1.0459273247881653,0.34085039822499996,101.08926984126985,,,,,755588,2026-06-13 20:12:23
before-multi-beam,9,coarse_pre_refine,Buses-9_06-15-2026_16-18-24.txt,logs\before-multi-beam\Buses-9_06-15-2026_16-18-24.txt,2026-06-15 16:18:24,2026-06-15 16:18:24,QHD with simbi solver,,,,,,,,,,,,nan,4.09813222,9bus-answer.txt,176,176,0,175,3.12288696,6.89109269756601,169,4.47870820280237,0.3805759828023696,9.286571598277266,0.8013439166427133,0.29996900000000004,98.23212698412698,163,4.88782842080237,0.2618018464163825,0.8993931890018183,147,2.459168,2.8647976825447605,-39.992956108185304,175,4.50757115060237,0.40943893060237,9.990866780827535,1.0459273247881653,0.34085039822499996,101.08926984126985,,,,,755588,2026-06-15 23:30:13
before-multi-beam,9,coarse_pre_refine,Buses-9_07-01-2026_22-11-18.txt,logs\before-multi-beam\Buses-9_07-01-2026_22-11-18.txt,2026-07-01 22:11:18,2026-07-01 22:11:18,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1381.65,4.09813222,9bus-answer.txt,60,60,0,59,3.12288696,6.891092542547692,56,4.098687618323483,0.0005553983234829474,0.01355247448514356,0.0023121167976338382,0.0008691742624375998,99.95950088793653,54,4.095770316923182,0.000615842274326317,0.00262928313130018,0,3.12288696,6.891092542547692,-23.79731076612262,59,4.098212450504537,8.02305045368712e-05,0.001957733431472135,0.0023297537993729025,0.000816642289999947,99.98168155428573,29,,,,14099767,2026-07-02 21:12:57
before-multi-beam,9,post_refine_or_final,Buses-9_06-13-2026_13-00-52.txt,logs\before-multi-beam\Buses-9_06-13-2026_13-00-52.txt,2026-06-13 13:00:52,2026-06-13 13:00:52,QHD with simbi solver,,,,,,,,,,,,nan,4.09813222,9bus-answer.txt,176,176,0,175,2.28898102416438,0.3095235966949357,75,4.10061534707313,0.0024831270731295874,0.06059167786269198,0.00014349585814568783,5.299999999996974e-05,100.00307936507936,73,4.100655515830365,4.599999999999049e-05,0.00016723476985696886,0,2.28898102416438,0.3095235966949357,-44.145749788317474,175,4.1007237361972155,0.0025915161972154266,0.06323651990943881,0.0003604383285275998,0.00013299999999993872,100.01520634920632,29,52,,,755588,2026-06-13 20:12:23
before-multi-beam,9,post_refine_or_final,Buses-9_06-15-2026_16-18-24.txt,logs\before-multi-beam\Buses-9_06-15-2026_16-18-24.txt,2026-06-15 16:18:24,2026-06-15 16:18:24,QHD with simbi solver,,,,,,,,,,,,nan,4.09813222,9bus-answer.txt,176,176,0,175,2.28898102416438,0.3095235966949357,75,4.10061534707313,0.0024831270731295874,0.06059167786269198,0.00014349585814568783,5.299999999996974e-05,100.00307936507936,73,4.100655515830365,4.599999999999049e-05,0.00016723476985696886,0,2.28898102416438,0.3095235966949357,-44.145749788317474,175,4.1007237361972155,0.0025915161972154266,0.06323651990943881,0.0003604383285275998,0.00013299999999993872,100.01520634920632,29,52,,,755588,2026-06-15 23:30:13
before-multi-beam,9,post_refine_or_final,Buses-9_07-01-2026_22-11-18.txt,logs\before-multi-beam\Buses-9_07-01-2026_22-11-18.txt,2026-07-01 22:11:18,2026-07-01 22:11:18,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1381.65,4.09813222,9bus-answer.txt,60,60,0,59,2.2889812530943714,0.30952352113584203,59,4.099174865672331,0.0010426456723306998,0.025441972497673583,0.00042289364687599497,0.0001680863999999893,99.98272266539682,59,4.099174865672331,0.0001680863999999893,0.00042289364687599497,0,2.2889812530943714,0.30952352113584203,-44.145744202114315,59,4.099174865672331,0.0010426456723306998,0.025441972497673583,0.00042289364687599497,0.0001680863999999893,99.98272266539682,29,52,,,14099767,2026-07-02 21:12:57
coarse only,9,coarse_pre_refine,Buses-9_07-06-2026_11-02-29.txt,logs\coarse only\Buses-9_07-06-2026_11-02-29.txt,2026-07-06 11:02:29,2026-07-06 11:02:29,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1382.1666666666667,4.09813222,9bus-answer.txt,60,60,0,59,3.12288696,6.891092542547692,56,4.098687618323483,0.0005553983234829474,0.01355247448514356,0.0023121167976338382,0.0008691742624375998,99.95950088793653,54,4.095770316923182,0.000615842274326317,0.00262928313130018,0,3.12288696,6.891092542547692,-23.79731076612262,59,4.098212450504537,8.02305045368712e-05,0.001957733431472135,0.0023297537993729025,0.000816642289999947,99.98168155428573,29,,,,14154902,2026-07-07 10:04:39
coarse only,9,post_refine_or_final,Buses-9_07-06-2026_11-02-29.txt,logs\coarse only\Buses-9_07-06-2026_11-02-29.txt,2026-07-06 11:02:29,2026-07-06 11:02:29,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1382.1666666666667,4.09813222,9bus-answer.txt,60,60,0,59,2.2889812530943714,0.30952352113584203,59,4.099174865672331,0.0010426456723306998,0.025441972497673583,0.00042289364687599497,0.0001680863999999893,99.98272266539682,59,4.099174865672331,0.0001680863999999893,0.00042289364687599497,0,2.2889812530943714,0.30952352113584203,-44.145744202114315,59,4.099174865672331,0.0010426456723306998,0.025441972497673583,0.00042289364687599497,0.0001680863999999893,99.98272266539682,29,52,,,14154902,2026-07-07 10:04:39
multi_beam,9,coarse_pre_refine,Buses-9_07-03-2026_17-29-29.txt,logs\multi_beam\Buses-9_07-03-2026_17-29-29.txt,2026-07-03 17:29:29,2026-07-03 17:29:29,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1381.45,4.09813222,9bus-answer.txt,60,60,0,59,3.12288696,6.891092542547692,52,4.095121696248045,-0.0030105237519553185,-0.0734608741334197,0.002273541749583674,0.0007070264999999853,99.93849386761906,53,4.096907668019066,0.0006132082428936814,0.0024103447235710104,2,1.5417669600000004,2.7580154635168634,-62.378789232915466,59,4.099363026291179,0.0012308062911792206,0.03003334751310734,0.0024147348178142755,0.0008192349099999663,99.99408570031747,30,,,,14172524,2026-07-04 16:30:56
multi_beam,9,post_refine_or_final,Buses-9_07-03-2026_17-29-29.txt,logs\multi_beam\Buses-9_07-03-2026_17-29-29.txt,2026-07-03 17:29:29,2026-07-03 17:29:29,QHD with simbi solver,10,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,1381.45,4.09813222,9bus-answer.txt,60,60,0,59,2.2889812530943714,0.30952352113584203,59,4.099051259414702,0.0009190394147022829,0.022425811695804262,0.0004373476225257805,0.00016748550000000861,99.98200335111112,59,4.099051259414702,0.00016748550000000861,0.0004373476225257805,0,2.2889812530943714,0.30952352113584203,-44.145744202114315,59,4.099051259414702,0.0009190394147022829,0.022425811695804262,0.0004373476225257805,0.00016748550000000861,99.98200335111112,29,52,,,14172524,2026-07-04 16:30:56
single_beam,9,coarse_pre_refine,Buses-9_07-07-2026_21-38-05.txt,logs\single_beam\Buses-9_07-07-2026_21-38-05.txt,2026-07-07 21:38:05,2026-07-07 21:38:05,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,428.5,4.09813222,9bus-answer.txt,182,182,0,181,3.12288696,6.891092542547692,108,4.100403357452747,0.0022711374527473183,0.055418842800228595,0.0014603596466220136,0.0004989211599999988,100.04007559587302,170,4.100435740363654,0.00043873992999998723,0.001512857533642017,0,3.12288696,6.891092542547692,-23.79731076612262,181,4.100463138618441,0.0023309186184405917,0.05687758455095896,0.001518883122536116,0.0004412510500000355,100.04127182031746,29,,,,2615620,2026-07-08 04:46:35
single_beam,9,post_refine_or_final,Buses-9_07-07-2026_21-38-05.txt,logs\single_beam\Buses-9_07-07-2026_21-38-05.txt,2026-07-07 21:38:05,2026-07-07 21:38:05,QHD with simbi solver,1,True,,TNC_orig,adaptive,5,64,512,0.5,0.0009765625,2,428.5,4.09813222,9bus-answer.txt,182,182,0,181,2.2889812530943714,0.30952352113584203,81,4.100546567342658,0.0024143473426576634,0.05891335889249721,0.0001401245041974862,5.798447999993961e-05,100.00468370444445,72,4.100612441455448,4.5817700000005956e-05,0.00014945168887170484,0,2.2889812530943714,0.30952352113584203,-44.145744202114315,181,4.100291262778787,0.002159042778786535,0.052683580296648776,0.0002933978685376025,9.974376000010388e-05,100.01226380571428,29,52,,,2615620,2026-07-08 04:46:35
