iteration,answer_type,qhd_objective,standard_objective,objective_difference,bus_state_l2_distance,branch_flow_l2_distance,combined_l2_distance,max_constraint_residual,l2_constraint_residual,active_load_supplied_percent,log_objective,log_max_constraint_residual,log_l2_constraint_residual,log_active_load_supplied_percent
0,coarse,8.983095661484374,4.87528804329054,4.107807618193833,1.4100950161299934,4.921546232593542,5.119568856268106,2.0,5.605566770453677,121.78571428571429,8.98309566148,2.0,5.605566531184,121.785714
0,refined,2.2804628737316777,4.87528804329054,-2.5948251695588627,0.4778972226011411,1.8433034576046115,1.9042461480037187,0.03429300000000007,0.1983236927022065,85.68633204633204,2.28046226661,0.03429321137275,0.1983236877554,85.686404
1,coarse,6.999540973984375,4.87528804329054,2.1242529306938343,0.9695497153855532,4.36244239812144,4.468884684966905,1.25,4.457300216849787,100.06756756756758,6.99954097398,1.25,4.457299383982,100.067568
1,refined,2.1566755826229618,4.87528804329054,-2.7186124606675786,0.4482236631075211,1.7912604794230944,1.846488168744273,0.028849999999999987,0.20212921274782886,85.16100386100385,2.15667444622,0.02884960452498,0.2021292884271,85.160994
2,coarse,6.999540973984375,4.87528804329054,2.1242529306938343,0.9621859958863873,4.541550741936209,4.642357701886102,1.25,4.532890090668505,100.06756756756758,6.99954097398,1.25,4.532889269226,100.067568
2,refined,2.292978212894454,4.87528804329054,-2.5823098303960865,0.4287613061307743,1.7310677265709653,1.7833764974369652,0.027102999999999988,0.19172765880447043,85.93092664092664,2.29297827942,0.02710223922207,0.1917276213893,85.931005
3,coarse,4.9158487290625,4.87528804329054,0.04056068577195937,1.401083180658828,5.29877473092719,5.48088019648647,5.25,9.549845917092263,98.57142857142857,4.91584872906,5.25,9.549845939181,98.571429
3,refined,2.452083100951211,4.87528804329054,-2.4232049423393294,0.412245666942814,1.6721528804886636,1.7222200050050693,0.025339,0.17980884977581438,86.80401544401545,2.45208366719,0.02533945729761,0.1798087932794,86.803994
4,coarse,7.119423786484375,4.87528804329054,2.2441357431938345,1.0444231758271942,4.777159208354365,4.889996919443801,2.0,4.752923267489754,121.78571428571429,7.11942378648,2.0,4.752922466067,121.785714
4,refined,2.6098588283829005,4.87528804329054,-2.26542921490764,0.3967467355158997,1.615229199894465,1.6632418165541163,0.02366500000000002,0.1680347659784978,87.6669498069498,2.60985916334,0.02366489666958,0.1680347184495,87.666889
5,coarse,5.150452505859374,4.87528804329054,0.2751644625688341,0.9069588449495735,5.09181584647663,5.171959296133601,2.5,6.541253613903504,64.23745173745175,5.15045250586,2.5,6.541253389617,64.237452
5,refined,2.7598693429970402,4.87528804329054,-2.1154187002935,0.3819270240940317,1.560964769197587,1.6070094157811894,0.022094999999999976,0.1568502108677773,88.48664092664093,2.75986923888,0.02209518738902,0.1568502025515,88.486652
6,coarse,5.1208675058593744,4.87528804329054,0.24557946256883412,1.5199118681030535,5.41779460904844,5.626955705586711,3.25,5.879020217435433,100.91698841698842,5.12086750586,3.25,5.879019983958,100.916988
6,refined,2.900490805182526,4.87528804329054,-1.9747972381080143,0.36739841811361607,1.50911172333051,1.5531901979879892,0.020627000000000006,0.146367967825068,89.25455598455599,2.90049133058,0.02062680992719,0.1463679285941,89.254611
7,coarse,6.3673240625,4.87528804329054,1.4920360192094595,0.9224108451558366,4.276797687166971,4.3751388805634335,4.5,6.7632661037809205,128.86100386100387,6.3673240625,4.5,6.763264567994,128.861004
7,refined,3.0350919030187486,4.87528804329054,-1.8401961402717917,0.3532535908491716,1.4594100264398024,1.501554436149705,0.019220000000000015,0.13634549461831796,89.98945945945947,3.03509207353,0.01922010902434,0.1363454677767,89.989374
