iteration,answer_type,qhd_objective,standard_objective,objective_difference,bus_state_l2_distance,branch_flow_l2_distance,combined_l2_distance,max_constraint_residual,l2_constraint_residual,active_load_supplied_percent,log_objective,log_max_constraint_residual,log_l2_constraint_residual,log_active_load_supplied_percent,cumulative_bound_factor
0,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.11487553338014482,2.4590988199923096,2.461780533406043,3.2544000000000004,4.121755522951701,0.0,0.0,3.2544,4.121754840217,0.0,1.0
1,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.11169680955495606,1.7210221711556701,1.7246430038921483,4.2048000000000005,5.904179343544445,240.0,0.0,4.2048,5.904178905339,240.0,1.0
2,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.22916437799879416,3.9422413458851917,3.948896446015046,9.1296,9.823044622045787,-240.0,0.0,9.1296,9.823044796617,-240.0,1.0
3,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.12618680681091374,1.3079441834817365,1.3140171602063808,1.4112,3.0743601646570693,320.0,0.0,1.4112,3.074363178837,320.0,0.9
4,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.15552058416774883,1.8058842896896588,1.8125685421102842,6.046847999999999,6.306550663663458,-16.000000000000014,0.0,6.046848,6.306550536602,-16.0,0.9
5,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.12349586274697415,1.6740565167212107,1.678605507346015,2.371392,2.948128913451371,56.00000000000001,0.0,2.371392,2.948128871926,56.0,0.81
6,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.06021377698102811,0.9160475110915959,0.9180243686936794,0.79324848,1.3121716831592551,56.00000000000001,0.0,0.79324848,1.312166853134,56.0,0.7290000000000001
7,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.04163538906409399,0.9006559234351048,0.9016177671503928,0.303702847704286,0.6405541860726496,56.00000000000001,0.0,0.3037051087564,0.6405503300594,56.0,0.6561
8,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.041830032166719974,0.8366020367937447,0.8376471330808164,0.34019250477636476,0.7878231479778326,108.488,0.0,0.3401925058826,0.7878185559968,108.488,0.6561
9,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.028745895253720226,0.7575246951961626,0.7580699112390471,0.27285034444437845,0.6824949152469286,55.99999999999999,0.0,0.2728546334898,0.6825057831363,56.0,0.5904900000000001
10,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.022335335526574702,0.5086650808256741,0.5091552137261036,0.350972686795,0.6278064865370092,55.99966666666667,0.0,0.3509724701578,0.6278040441234,56.0,0.531441
11,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.040063001526996336,0.7569915847948737,0.7580509900670315,0.21225230720531132,0.5063357305330609,98.515,0.0,0.2122540808493,0.5063295925721,98.51528,0.4782969000000001
12,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.03624394501877982,0.5924132955836597,0.59352096537091,0.28307548812600003,0.45018736770868795,60.25133333333334,0.0,0.2830754333604,0.4501914723888,60.251528,0.4304672100000001
13,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.0748512855368577,1.5060529207519453,1.5079118392837112,0.42885885746499997,0.6293440657851607,60.251666666666665,0.0,0.4288582947035,0.6293432589147,60.251528,0.4304672100000001
14,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.03416284359625539,0.863310838390548,0.8639865181616975,0.498033036254,0.6764660891986708,25.814000000000004,0.0,0.4980329041417,0.6764643582728,25.814151,0.4304672100000001
15,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.020170092661358278,0.5199480466725516,0.5203391239149423,0.200028,0.4121133711145126,60.25133333333333,0.0,0.2000278368,0.4121125789126,60.251528,0.3874204890000001
16,coarse,0.0,0.5317106559725219,-0.5317106559725219,0.019386458645314818,0.2942029455835721,0.29484098759985317,0.12096427642305574,0.24107364370982437,91.24533333333335,0.0,0.1209626202069,0.2410723292885,91.245167,0.3486784401000001
