iteration,solver_iteration,stage,tnc_objective,standard_objective,objective_difference,bus_state_l2_distance,branch_flow_l2_distance,combined_l2_distance,max_constraint_residual,l2_constraint_residual,active_load_supplied_percent
28,28,rho=1e+02,0.3044370438260591,0.5317106559725219,-0.2272736121464628,0.08131777136411233,1.7543731867724606,1.7562567746220326,0.017895014578177548,0.05275500735390341,82.43621316892308
29,29,rho=1e+02,0.3049135828724561,0.5317106559725219,-0.22679707310006575,0.08049360838613275,1.7498474982007213,1.7516978871798479,0.017768228518885404,0.05265300781454959,82.46024128569358
30,30,rho=1e+02,0.30427341762882,0.5317106559725219,-0.2274372383437019,0.08074396748718211,1.7511425563287661,1.753003092088322,0.0177624892892414,0.052772373423887235,82.41742583196226
31,31,rho=1e+02,0.30350862933342293,0.5317106559725219,-0.22820202663909894,0.08079190734953769,1.7511882431299852,1.7530509391258031,0.017732679745484592,0.052915325208303055,82.36368019772218
32,32,rho=1e+02,0.3038728548037173,0.5317106559725219,-0.2278378011688046,0.08046554437698404,1.7493530830488258,1.7512027047159093,0.01767187024614969,0.05284414699535236,82.39697272474544
33,33,rho=1e+02,0.303746412361322,0.5317106559725219,-0.22796424361119988,0.08016834417499802,1.7474027560528398,1.7492407939642904,0.0176811729309633,0.05286609171569436,82.41269456131745
34,34,rho=1e+02,0.30214597222817174,0.5317106559725219,-0.22956468374435013,0.07941833034951924,1.7412785043156545,1.7430886669321408,0.017942447128371328,0.05315887611848725,82.25599903498743
35,35,rho=1e+02,0.30145448130759656,0.5317106559725219,-0.23025617466492532,0.07909999379608544,1.7385832568785002,1.7403817254030203,0.017934718338009067,0.05328501633158358,82.24465890178399
36,36,rho=1e+02,0.302085772733308,0.5317106559725219,-0.22962488323921387,0.07934668561045385,1.7406352182008,1.742442785103233,0.017823069565042024,0.05316439110425533,82.28828532918428
37,37,rho=1e+02,0.30225766618017624,0.5317106559725219,-0.22945298979234563,0.07940501006467429,1.7411840629355497,1.7429937167540563,0.017818364016185473,0.05313083527418493,82.32383538659622
38,38,rho=1e+02,0.3021905908218476,0.5317106559725219,-0.22952006515067425,0.07943767763348177,1.7414029131645083,1.7432138281363068,0.017834770032426284,0.05314247890586062,82.31425595405629
39,39,rho=1e+02,0.30173116491469343,0.5317106559725219,-0.22997949105782844,0.07951353166881635,1.7416470007528275,1.7434611199994587,0.01796574083997393,0.05322625130978498,82.33428248171022
40,40,rho=1e+02,0.30192152901682884,0.5317106559725219,-0.22978912695569303,0.07947383943628274,1.7414230454529844,1.7432355877475343,0.01789354256534556,0.05318999762636814,82.34528795819294
41,41,rho=1e+02,0.30327106698963646,0.5317106559725219,-0.2284395889828854,0.07890546306119602,1.7234453534328296,1.7252506943543344,0.01772344446737753,0.05284611144014594,82.45186918698062
42,42,rho=1e+02,0.3030741800507381,0.5317106559725219,-0.22863647592178377,0.07673244899136705,1.651243126499674,1.6530250244750173,0.017657561940528227,0.05240499072121564,82.57332547398731
43,43,rho=1e+02,0.3016134430299254,0.5317106559725219,-0.2300972129425965,0.07454770576489646,1.5743402383578087,1.576104230863978,0.01753032711336043,0.05215187196056873,82.6788100213348
44,44,rho=1e+02,0.29836096656688643,0.5317106559725219,-0.23334968940563544,0.07180400588812423,1.4698832045462433,1.4716359774987549,0.017561330557483712,0.05232609075966332,82.88678382083708
45,45,rho=1e+02,0.2953071901620553,0.5317106559725219,-0.23640346581046656,0.070772786109052,1.4285393820808425,1.430291422546312,0.017734931513122054,0.0525503648144343,82.69274164770424
46,46,rho=1e+02,0.2924225712893243,0.5317106559725219,-0.23928808468319757,0.06942367521189684,1.3717410117771587,1.3734966509137727,0.01759458568662814,0.05276997535967371,82.81532255016658
47,47,rho=1e+02,0.2897267391363426,0.5317106559725219,-0.24198391683617926,0.06858955597833313,1.3362468940826873,1.338006087106831,0.017614942804444686,0.053051487795522725,82.8507718727641
48,48,rho=1e+02,0.28564189156918823,0.5317106559725219,-0.24606876440333364,0.06751356068260463,1.2876750408262,1.2894437140266342,0.01777943022135857,0.05366612190939394,82.75049425354817
49,49,rho=1e+02,0.27783948075866555,0.5317106559725219,-0.2538711752138563,0.06615861992807306,1.224932839411616,1.2267181518424641,0.018225190457361123,0.05492503219391381,82.42914328142813
50,50,rho=1e+02,0.2747823947835242,0.5317106559725219,-0.2569282611889977,0.06576605216294704,1.206868422185958,1.2086589933007255,0.018134959877081705,0.05535164317196706,82.2138162591909
51,51,rho=1e+02,0.26869915145694057,0.5317106559725219,-0.2630115045155813,0.0645883387722076,1.1541585127918332,1.1559643273713984,0.0182996276958083,0.05629424012654019,82.05739050885356
52,52,rho=1e+02,0.2644881054048929,0.5317106559725219,-0.26722255056762895,0.06376096965571018,1.1186602062247675,1.1204758445599243,0.018842552021655107,0.05694347666828858,81.95346770651706
53,53,rho=1e+02,0.2577215630166345,0.5317106559725219,-0.27398909295588736,0.06196589477715351,1.053046924570795,1.054868521410864,0.01931108196811447,0.05794067511748359,81.55174854152509
54,54,rho=1e+02,0.2505087070061677,0.5317106559725219,-0.2812019489663542,0.05919507067039934,0.970042534613459,0.9718469917383997,0.02039983591573305,0.05891153408667468,81.07451055143935
55,55,rho=1e+02,0.24727722279549383,0.5317106559725219,-0.28443343317702807,0.05660485079187075,0.900347204389392,0.9021248237272731,0.020101836178710517,0.05909690516866516,81.09009834542823
56,56,rho=1e+02,0.24496494475733277,0.5317106559725219,-0.2867457112151891,0.05574074890260846,0.8821142924103499,0.8838736651596969,0.020172891761891673,0.059236454031620756,80.98926425582397
57,57,rho=1e+02,0.24227083525841223,0.5317106559725219,-0.2894398207141097,0.05152990317877306,0.7956675584439602,0.7973344307640218,0.020723601243856277,0.05912019692868476,81.30628817549491
58,58,rho=1e+02,0.24360811839279975,0.5317106559725219,-0.28810253757972215,0.04388046055256756,0.6743609018915818,0.6757870380662335,0.020361575537955007,0.057938473815071084,82.33365330016566
59,59,rho=1e+02,0.24553966752170914,0.5317106559725219,-0.28617098845081274,0.03893560565165764,0.6004946437254017,0.6017555970079203,0.019536151137234503,0.056501782356534344,81.66864635158078
60,60,rho=1e+02,0.2518857412445418,0.5317106559725219,-0.27982491472798005,0.03243971527779772,0.5124849664874047,0.5135106386462709,0.019915580442711606,0.05455524310847692,81.63781649212328
61,61,rho=1e+02,0.25850700542946886,0.5317106559725219,-0.273203650543053,0.02966982894231075,0.4780733025714976,0.47899309116216354,0.01804623007989492,0.052777945411043324,82.65351619655875
62,62,rho=1e+02,0.26220650729355255,0.5317106559725219,-0.2695041486789693,0.026092759688919213,0.43198156598311865,0.4327688822655935,0.017721181877574904,0.05158676092695699,83.1631324441384
63,63,rho=1e+02,0.2667875133317238,0.5317106559725219,-0.2649231426407981,0.02269172430052507,0.3784662224305048,0.3791458767711281,0.01751450096050422,0.05050439137072814,83.20523858339905
64,64,rho=1e+02,0.26751052140832987,0.5317106559725219,-0.264200134564192,0.021320248583458365,0.3532942651885619,0.353936987068018,0.01744468818873955,0.05030130612367866,83.27963653356314
65,65,rho=1e+02,0.2669817602445283,0.5317106559725219,-0.2647288957279936,0.02017305191113579,0.32768896405429704,0.3283093193718201,0.017362624973945695,0.05036175724476529,83.22042662781152
66,66,rho=1e+02,0.265325780067379,0.5317106559725219,-0.26638487590514287,0.01960515354632051,0.312280141933772,0.31289494897129866,0.01739619517215929,0.05067525025239585,83.16166390657429
67,67,rho=1e+02,0.2590968735555776,0.5317106559725219,-0.2726137824169443,0.019344516622482107,0.30562491030596073,0.30623650357670296,0.01771228454122646,0.05185181786483057,82.83713498485439
68,68,rho=1e+02,0.2538555423347472,0.5317106559725219,-0.27785511363777465,0.02036599034409045,0.33575571798642595,0.3363728225098989,0.01776160224780759,0.052813186040887354,82.44700354514026
69,69,rho=1e+02,0.2535499130882797,0.5317106559725219,-0.2781607428842422,0.020013139292487547,0.32715727349002605,0.3277688321695158,0.01776955313668927,0.05286620989525488,82.42939157446429
70,70,rho=1e+02,0.2534571552286393,0.5317106559725219,-0.27825350074388255,0.019788840199943755,0.3211941114938935,0.32180313151803014,0.017704058379909376,0.05288208177322379,82.42605247233125
71,71,rho=1e+02,0.2534324003325823,0.5317106559725219,-0.2782782556399396,0.019693881797031212,0.3185303925242358,0.31913862182737956,0.01767780977300895,0.05288643870697532,82.42651603542397
72,72,rho=1e+02,0.2521179122947922,0.5317106559725219,-0.2795927436777297,0.01927960782292826,0.30903745483897765,0.3096382595403208,0.017843276029742047,0.05312906808287508,82.37871677684137
73,73,rho=1e+02,0.2513386906492837,0.5317106559725219,-0.28037196532323816,0.019032317514423035,0.30364379977928063,0.3042396855348915,0.017939554032271585,0.05327356964464394,82.33885285674027
74,74,rho=1e+02,0.24962693246503886,0.5317106559725219,-0.282083723507483,0.018293386112817053,0.2898840570250735,0.29046069354180903,0.018090717987461924,0.05358423459029531,82.2474014281975
75,75,rho=1e+02,0.250746404250055,0.5317106559725219,-0.28096425172246686,0.018749903157071854,0.3159811320301461,0.31653694044684927,0.01790985803965983,0.05333175589531834,82.30082187865312
76,76,rho=1e+02,0.24191353303849505,0.5317106559725219,-0.2897971229340268,0.0140772462594993,0.2720071348960727,0.27237116274785933,0.01897552051622521,0.05486892529998149,81.7367630773156
77,77,rho=1e+02,0.2382839515860568,0.5317106559725219,-0.29342670438646506,0.011320632370604955,0.24574640491234143,0.2460070166572711,0.018947461679039435,0.05546152857173255,81.50299211592797
78,78,rho=1e+02,0.23954510722851746,0.5317106559725219,-0.2921655487440044,0.01116764052663987,0.24434731346557262,0.24460238304802973,0.01887044458954995,0.05519245150235136,81.68289799878274
79,79,rho=1e+02,0.24563253675669963,0.5317106559725219,-0.28607811921582227,0.012234119975171534,0.2555207944225325,0.25581350643366935,0.018252630428191752,0.05406054233537013,82.01498554771787
80,80,rho=1e+02,0.2452878824767016,0.5317106559725219,-0.28642277349582024,0.010460738161188763,0.2364241691013253,0.2366554769662621,0.018293372205253067,0.054098993187104795,82.01820837627557
81,81,rho=1e+02,0.2453232909312681,0.5317106559725219,-0.2863873650412538,0.009092459285730351,0.22024416891988158,0.22043177347894288,0.01837247912039884,0.054074771974125475,82.0895671475007
82,82,rho=1e+02,0.24633821274194825,0.5317106559725219,-0.28537244323057365,0.008010403117952283,0.20467708200995047,0.20483377274809955,0.018175042213404116,0.05387230018189693,82.10059037706885
83,83,rho=1e+02,0.24619790719566864,0.5317106559725219,-0.28551274877685323,0.00829796333283895,0.20911006931216686,0.20927464558138037,0.01817491216818612,0.05389767464765931,82.09181091974025
84,84,rho=1e+02,0.24622310294481398,0.5317106559725219,-0.2854875530277079,0.00815202291127362,0.2069288275962984,0.20708934102923915,0.018187036097584444,0.0538917614278753,82.09767173163402
85,85,rho=1e+02,0.2466198122840126,0.5317106559725219,-0.28509084368850923,0.008519113907484634,0.21213815320975404,0.21230914099259546,0.01815035498011691,0.05381706494896604,82.12469015772491
86,86,rho=1e+02,0.24831736123599393,0.5317106559725219,-0.28339329473652797,0.008074858975638099,0.20498508331270415,0.20514406578839348,0.018043099851721867,0.05349407758775819,82.12489004939724
87,87,rho=1e+02,0.25036957216787925,0.5317106559725219,-0.2813410838046426,0.00764797311988401,0.19739075942836537,0.19753886554435124,0.017919792004378432,0.053106607546437014,82.31527714993622
88,88,rho=1e+02,0.24999477522254465,0.5317106559725219,-0.2817158807499772,0.007741285208977541,0.19910463181210328,0.1992550674530511,0.01792201032660712,0.053176517159329625,82.26826075009613
89,89,rho=1e+02,0.2503169707167347,0.5317106559725219,-0.2813936852557872,0.007671259720638922,0.19780153731728686,0.19795023715768448,0.01788845083009105,0.05311568506317256,82.28649725849257
90,90,rho=1e+02,0.25022643984414433,0.5317106559725219,-0.28148421612837754,0.00769931876424668,0.198338736274766,0.19848812008909916,0.017883929779992813,0.05313248360467985,82.27444175914466
91,91,rho=1e+02,0.25058438354149787,0.5317106559725219,-0.281126272431024,0.0076321279689027036,0.19705287686968628,0.19720062286908083,0.017857805741062827,0.053064973765230096,82.31600233227894
92,92,rho=1e+02,0.25094197252329903,0.5317106559725219,-0.28076868344922284,0.007571743194581311,0.19583069402539827,0.19597701910549065,0.01783677186082494,0.05299743095496324,82.34954159380035
93,93,rho=1e+02,0.2509708921715483,0.5317106559725219,-0.2807397638009736,0.007606693891034059,0.19651315549153722,0.19666032155265326,0.017856735408643465,0.052991849596801664,82.36352518233129
94,94,rho=1e+02,0.2506157439340231,0.5317106559725219,-0.2810949120384988,0.0076833128590208495,0.19795001658509545,0.198099072089016,0.01788428459497543,0.053058624834430426,82.32832216003585
95,95,rho=1e+02,0.25107696225303056,0.5317106559725219,-0.2806336937194913,0.0075792773138347435,0.19582318493937187,0.19596980686932222,0.01782214747554184,0.05297100741967458,82.35347040250808
96,96,rho=1e+02,0.25138335228359593,0.5317106559725219,-0.28032730368892594,0.007531635049214925,0.19476293817378493,0.19490851087779656,0.01778514964247463,0.05291291905377371,82.36750349709324
97,97,rho=1e+02,0.2515501733146476,0.5317106559725219,-0.2801604826578743,0.007511821766491628,0.1943368988065288,0.19448202411531648,0.017773616574394746,0.05288108834995364,82.38811320268438
98,98,rho=1e+02,0.25067761887688644,0.5317106559725219,-0.28103303709563543,0.0076317801579873275,0.19665600481236958,0.1968040352664106,0.017840487507017055,0.05304531241446167,82.32190054264736
99,99,rho=1e+02,0.25266875848506165,0.5317106559725219,-0.2790418974874602,0.007236453027334982,0.18611168622650368,0.18625231811306237,0.01771134141960054,0.05266222144901188,82.42019990645245
100,100,rho=1e+02,0.2538506004534447,0.5317106559725219,-0.27786005551907716,0.006948371491406887,0.17693629521581353,0.1770726755631148,0.017846771122028274,0.05243434349675298,82.47279360501365
101,101,rho=1e+02,0.25158269899235464,0.5317106559725219,-0.28012795698016724,0.007077250691196442,0.1783285241444188,0.17846890485704392,0.017951128584891854,0.052851642353700025,82.36247604539771
102,102,rho=1e+02,0.25270281379984455,0.5317106559725219,-0.2790078421726773,0.006442859821526306,0.15446631943525502,0.15460062833816066,0.017815221032702624,0.0526123712805205,82.44433694979594
103,103,rho=1e+02,0.25190629748789406,0.5317106559725219,-0.2798043584846278,0.006348966734161974,0.14910641551823195,0.14924152413885064,0.01787363827999011,0.0527461466543111,82.40620742472723
104,104,rho=1e+02,0.2520970145739541,0.5317106559725219,-0.27961364139856776,0.006211119350643126,0.142976999664432,0.14311184589904122,0.017885619329530644,0.052705339286151114,82.42106078735561
105,105,rho=1e+02,0.2516456879515128,0.5317106559725219,-0.28006496802100905,0.00619695262618994,0.14269752717993717,0.14283202191777636,0.017778221627486365,0.05278600622605329,82.43047279121295
106,106,rho=1e+02,0.2519777668595147,0.5317106559725219,-0.2797328891130072,0.00592066350917097,0.12870903848559107,0.12884514288196583,0.017695405374580364,0.052710066688986736,82.44912095835333
107,107,rho=1e+02,0.25206888839689173,0.5317106559725219,-0.27964176757563014,0.005841068370417289,0.12109468158644038,0.12123547330805977,0.01772595742201491,0.052683664137796446,82.42571651552078
108,108,rho=1e+02,0.25207133029840006,0.5317106559725219,-0.2796393256741218,0.005844434275670025,0.12084601548391224,0.120987259124011,0.017715726116748022,0.0526826762615512,82.43116737474071
109,109,rho=1e+02,0.2516008987279787,0.5317106559725219,-0.2801097572445432,0.00584158557244506,0.12206134214420827,0.12220104487297018,0.017706712502239236,0.05277127160899306,82.40489465305022
110,110,rho=1e+02,0.2518196485545489,0.5317106559725219,-0.27989100741797296,0.0058496282385625195,0.1209126715951605,0.121054088335787,0.01768759793398389,0.052729428593561715,82.42351031528514
111,111,rho=1e+02,0.2517330369961021,0.5317106559725219,-0.27997761897641976,0.0058727304098001604,0.12054240502668657,0.12068537762332247,0.01770158504659733,0.05274539918848519,82.42534384343928
112,112,rho=1e+02,0.2516049606365336,0.5317106559725219,-0.2801056953359883,0.005858276745509126,0.12086760336631125,0.12100949115644982,0.01771540900509161,0.052769380299001266,82.41724015061361
113,113,rho=1e+02,0.25126897102428136,0.5317106559725219,-0.2804416849482405,0.005869568029676309,0.1208259635947069,0.12096844756978753,0.017764068871565022,0.052832368652828914,82.38923338201526
114,114,rho=1e+02,0.2511186127508469,0.5317106559725219,-0.28059204322167497,0.00587575379363299,0.12087384174149714,0.12101656952662262,0.01780833960584871,0.05286070687259173,82.39544683027661
115,115,rho=1e+02,0.2505714699662137,0.5317106559725219,-0.28113918600630816,0.005890060735991641,0.1210409230426588,0.1211841485776606,0.017847327667947888,0.052963926079989385,82.3467357022155
116,116,rho=1e+02,0.2508626766350512,0.5317106559725219,-0.2808479793374707,0.005873095827788187,0.12096570369083375,0.12110819428932532,0.017791052217514453,0.05290873019682395,82.36744171233995
117,117,rho=1e+02,0.25048417618377133,0.5317106559725219,-0.28122647978875054,0.005884004026266677,0.12108117450880626,0.12122405835399637,0.01782494270877749,0.0529801126208303,82.33883437453854
118,118,rho=1e+02,0.25048787087441493,0.5317106559725219,-0.28122278509810694,0.005628479569478688,0.12112293105563442,0.12125363586207222,0.017840507277143564,0.05297535251480079,82.42747028341677
119,119,rho=1e+02,0.2500871298106722,0.5317106559725219,-0.28162352616184966,0.005225401721825809,0.1211661182191986,0.12127874103676733,0.01786240797075718,0.053042952611546006,82.37598416429216
120,120,rho=1e+02,0.2502870465978719,0.5317106559725219,-0.28142360937465,0.005051965259114612,0.12123838199197366,0.12134359324254011,0.01780316003084799,0.05300069501968506,82.3873599151602
121,121,rho=1e+02,0.25032648965848636,0.5317106559725219,-0.2813841663140355,0.005037907812390163,0.1212168367162411,0.12132148209867037,0.01779690283284563,0.052992680554675105,82.37380691651018
122,122,rho=1e+02,0.2503845122017124,0.5317106559725219,-0.2813261437708095,0.005094284286264605,0.12116302961769189,0.12127007659982311,0.017816848679894498,0.052980679274877956,82.36051708769394
123,123,rho=1e+02,0.2503746166505226,0.5317106559725219,-0.2813360393219993,0.005070949244399151,0.12115714159348132,0.12126321571417342,0.01781412246772246,0.05298246096416573,82.35076497024356
124,124,rho=1e+02,0.25036555089510676,0.5317106559725219,-0.2813451050774151,0.005065756667314509,0.12114375142459506,0.12124962020491659,0.01781222488385345,0.05298415641201571,82.34243215251702
125,125,rho=1e+02,0.25036455362307314,0.5317106559725219,-0.28134610234944873,0.005074244698446052,0.12112158543199245,0.12122782855771672,0.017825654835169957,0.052984294567566786,82.3278343890326
126,126,rho=1e+02,0.25037918867162673,0.5317106559725219,-0.28133146730089514,0.005071168936733686,0.121119948222897,0.12122606407824245,0.017828940812696092,0.05298150327301195,82.33812082973186
127,127,rho=1e+02,0.25038999700391396,0.5317106559725219,-0.2813206589686079,0.005075659960583122,0.1211147911799119,0.12122109951072517,0.017816544848903076,0.05297944791537247,82.34781993446722
128,128,rho=1e+02,0.2503927623241696,0.5317106559725219,-0.28131789364835225,0.005076985566222873,0.12111300755727951,0.12121937296492372,0.01782239082286559,0.05297892214962349,82.34752064952275
129,129,rho=1e+02,0.25039272000387963,0.5317106559725219,-0.28131793596864224,0.005076893259484979,0.12111299744991333,0.12121935900041263,0.0178220548946844,0.05297893012649318,82.34744609178887
130,130,rho=1e+02,0.25039242240333587,0.5317106559725219,-0.281318233569186,0.005077170820032076,0.121112716766638,0.12121909018851637,0.017820496781195183,0.05297898396087563,82.34368211850862
131,131,rho=1e+02,0.25039512911786216,0.5317106559725219,-0.2813155268546597,0.005078132084512598,0.12111098359980489,0.12121739880883421,0.01781981704904409,0.052978470488278896,82.34086934971779
132,132,rho=1e+02,0.2503991154285937,0.5317106559725219,-0.28131154054392815,0.005077484234022963,0.12110914003380412,0.1212155297223682,0.017818768042235394,0.05297771651895919,82.3420157965507
133,133,rho=1e+02,0.25040515636921296,0.5317106559725219,-0.2813054996033089,0.005077465821111093,0.12110832874801349,0.1212147183773549,0.017822612796077164,0.05297657522655788,82.34006208275343
134,134,rho=1e+02,0.25041572362484016,0.5317106559725219,-0.2812949323476817,0.005077527892574734,0.12110019905414977,0.12120659841961812,0.017819852264546687,0.05297457804353819,82.33946765444645
135,135,rho=1e+02,0.2504381756203549,0.5317106559725219,-0.28127248035216695,0.005076231964387863,0.1210853031179905,0.12119166127309218,0.017813968307488992,0.05297033821653436,82.33950827769216
136,136,rho=1e+02,0.2504473856699802,0.5317106559725219,-0.28126327030254167,0.005075843383143155,0.12107921320126708,0.12118556042486285,0.017812863555661307,0.052968598775344225,82.33999549769413
137,137,rho=1e+02,0.25047348321930174,0.5317106559725219,-0.28123717275322013,0.005075172015961997,0.12106942440091786,0.12117575209488558,0.01780873945064615,0.052963669933930035,82.34466045045303
138,138,rho=1e+02,0.2504767108851539,0.5317106559725219,-0.281233945087368,0.005075608149743442,0.12107210462482354,0.12117844823389166,0.017811939297801616,0.052963058940476995,82.34489576751588
139,139,rho=1e+02,0.2504953219078332,0.5317106559725219,-0.2812153340646887,0.005075233820326672,0.12106284678560512,0.12116918284021681,0.017809661188319892,0.05295954435407729,82.34686090949462
140,140,rho=1e+02,0.25049745216284897,0.5317106559725219,-0.2812132038096729,0.005075141761258142,0.12106109954046983,0.12116743327249452,0.017808305177194728,0.05295914189952755,82.34752640956832
141,141,rho=1e+02,0.25049773119488383,0.5317106559725219,-0.28121292477763804,0.005075163053770099,0.1210585841463367,0.12116492097772374,0.01780785902631439,0.05295908790849145,82.34672199254273
142,142,rho=1e+02,0.2504990798393736,0.5317106559725219,-0.2812115761331483,0.005075165653280285,0.12105836007562339,0.12116469721254423,0.017807752840083457,0.05295883311577819,82.34692030205109
143,143,rho=1e+02,0.25051013117873466,0.5317106559725219,-0.2812005247937872,0.005075191705081846,0.12105701507242414,0.12116335448099999,0.017806804573825857,0.05295674516700002,82.34889363509228
144,144,rho=1e+02,0.2505199139098766,0.5317106559725219,-0.28119074206264527,0.005075314117841704,0.12105320212463509,0.12115955000751084,0.017805804317309035,0.05295489680357638,82.34918194961772
145,145,rho=1e+02,0.2505357182799252,0.5317106559725219,-0.28117493769259666,0.005075812092852173,0.12104565724367315,0.12115203261173438,0.01780566472106443,0.052951909477658994,82.34994171293413
146,146,rho=1e+02,0.250531759372324,0.5317106559725219,-0.28117889660019785,0.005075898549929545,0.12104596527468427,0.12115234399453131,0.017805575983795507,0.05295265578223987,82.3497749162486
147,147,rho=1e+02,0.2505428191234209,0.5317106559725219,-0.28116783684910096,0.00507635272214633,0.12103913545369031,0.12114553920114612,0.017804771434578703,0.05295056604276901,82.35040601738768
148,148,rho=1e+02,0.2505536207048634,0.5317106559725219,-0.28115703526765845,0.005076797240523204,0.12103280738878514,0.12113923532296275,0.017804421623586725,0.05294852520361725,82.35061965964562
